"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","seq","zone","lat","long"
"CSU20256","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20257","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20258","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20259","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20260","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20261","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20262","FC-061",2023,28,"2023-07-12","LC","L","Tarsalis",45,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20263","FC-061",2023,28,"2023-07-12","LC","L","Pipiens",50,"1","34.85241","0","NW","40.5688","-105.09165"
"CSU20264","FC-061",2023,28,"2023-07-12","LC","L","Pipiens",24,"0","55.55","0","NW","40.5688","-105.09165"
"CSU20053","LV-110",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.400764","-105.122681"
"CSU20054","LV-110",2023,28,"2023-07-11","LC","L","Tarsalis",7,"0","55.55","0","LV","40.400764","-105.122681"
"CSU20055","LV-104",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.396854","-105.020915"
"CSU20056","LV-104",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.396854","-105.020915"
"CSU20057","LV-104",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.396854","-105.020915"
"CSU20058","LV-089",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.400251","-105.042395"
"CSU20059","LV-089",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","26.06531","0","LV","40.400251","-105.042395"
"CSU20060","LV-089",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","LV","40.400251","-105.042395"
"CSU20061","LV-089",2023,28,"2023-07-11","LC","L","Pipiens",4,"0","55.55","0","LV","40.400251","-105.042395"
"CSU20062","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20063","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20064","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20065","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20066","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20067","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20068","FC-053",2023,28,"2023-07-11","LC","L","Tarsalis",15,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20069","FC-053",2023,28,"2023-07-11","LC","L","Pipiens",2,"0","55.55","0","SE","40.49942","-105.01183"
"CSU20070","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20071","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20072","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20073","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","31.48702","0","SE","40.49868","-105.0298"
"CSU20074","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20075","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20076","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","21.72473","0","SE","40.49868","-105.0298"
"CSU20077","FC-064",2023,28,"2023-07-11","LC","L","Tarsalis",3,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20078","FC-064",2023,28,"2023-07-11","LC","L","Pipiens",17,"0","55.55","0","SE","40.49868","-105.0298"
"CSU20079","FC-075GR",2023,28,"2023-07-11","LC","G","Pipiens",21,"0","55.55","0","SE","40.51138","-105.02937"
"CSU20080","FC-075",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51138","-105.01987"
"CSU20081","FC-075",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51138","-105.01987"
"CSU20082","FC-075",2023,28,"2023-07-11","LC","L","Tarsalis",36,"0","55.55","0","SE","40.51138","-105.01987"
"CSU20083","FC-075",2023,28,"2023-07-11","LC","L","Pipiens",10,"0","55.55","0","SE","40.51138","-105.01987"
"CSU20084","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20085","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20086","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20087","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20088","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20089","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","31.30484","0","SE","40.48081","-105.03934"
"CSU20090","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20091","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20092","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20093","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20094","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","22.36346","0","SE","40.48081","-105.03934"
"CSU20095","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20096","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20097","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20098","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20099","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20100","FC-039",2023,28,"2023-07-11","LC","L","Tarsalis",29,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20101","FC-039",2023,28,"2023-07-11","LC","L","Pipiens",29,"0","55.55","0","SE","40.48081","-105.03934"
"CSU20102","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20103","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20104","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20105","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20106","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20107","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20108","FC-074",2023,28,"2023-07-11","LC","L","Tarsalis",3,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20109","FC-074",2023,28,"2023-07-11","LC","L","Pipiens",19,"0","55.55","0","SE","40.51432","-105.00249"
"CSU20110","FC-027",2023,28,"2023-07-11","LC","L","Tarsalis",15,"0","55.55","0","SE","40.54651","-105.03359"
"CSU20111","FC-088GR",2023,28,"2023-07-11","LC","G","Tarsalis",4,"0","55.55","0","SE","40.53331","-105.03053"
"CSU20112","FC-088GR",2023,28,"2023-07-11","LC","G","Pipiens",50,"0","55.55","0","SE","40.53331","-105.03053"
"CSU20113","FC-088GR",2023,28,"2023-07-11","LC","G","Pipiens",5,"0","55.55","0","SE","40.53331","-105.03053"
"CSU20114","FC-059",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.5426","-105.04604"
"CSU20115","FC-059",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.5426","-105.04604"
"CSU20116","FC-059",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.5426","-105.04604"
"CSU20117","FC-059",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","27.19552","0","SE","40.5426","-105.04604"
"CSU20118","FC-059",2023,28,"2023-07-11","LC","L","Tarsalis",34,"0","55.55","0","SE","40.5426","-105.04604"
"CSU20119","FC-059",2023,28,"2023-07-11","LC","L","Pipiens",5,"0","55.55","0","SE","40.5426","-105.04604"
"CSU20120","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20121","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20122","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20123","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20124","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","24.1488","0","SE","40.53486","-105.03733"
"CSU20125","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20126","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20127","FC-004",2023,28,"2023-07-11","LC","L","Tarsalis",43,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20128","FC-004",2023,28,"2023-07-11","LC","L","Pipiens",19,"0","55.55","0","SE","40.53486","-105.03733"
"CSU20129","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20130","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20131","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20132","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20133","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20134","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20135","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20136","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20137","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20138","FC-023",2023,28,"2023-07-11","LC","L","Tarsalis",9,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20139","FC-023",2023,28,"2023-07-11","LC","L","Pipiens",27,"0","55.55","0","SE","40.54466","-105.0641"
"CSU20140","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20141","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20142","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20143","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20144","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20145","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20146","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20147","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20148","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20149","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20150","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20151","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20152","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20153","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20154","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20155","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20156","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20157","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20158","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20159","FC-047",2023,28,"2023-07-11","LC","L","Tarsalis",16,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20160","FC-047",2023,28,"2023-07-11","LC","L","Pipiens",33,"0","55.55","0","SE","40.51551","-105.05292"
"CSU20161","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20162","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20163","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20164","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20165","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","21.81391","0","SE","40.50609","-105.03942"
"CSU20166","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20167","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20168","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20169","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20170","FC-031",2023,28,"2023-07-11","LC","L","Tarsalis",42,"1","26.32418","0","SE","40.50609","-105.03942"
"CSU20171","FC-031",2023,28,"2023-07-11","LC","L","Pipiens",26,"0","55.55","0","SE","40.50609","-105.03942"
"CSU20172","FC-050",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52954","-105.05033"
"CSU20173","FC-050",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52954","-105.05033"
"CSU20174","FC-050",2023,28,"2023-07-11","LC","L","Tarsalis",7,"0","55.55","0","SE","40.52954","-105.05033"
"CSU20175","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20176","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20177","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20178","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20179","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20180","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20181","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20182","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20183","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20184","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20185","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20186","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20187","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20188","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20189","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20190","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"1","25.08589","0","SE","40.52983","-105.06484"
"CSU20191","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20192","FC-046",2023,28,"2023-07-11","LC","L","Tarsalis",25,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20193","FC-046",2023,28,"2023-07-11","LC","L","Pipiens",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU20194","FC-046",2023,28,"2023-07-11","LC","L","Pipiens",27,"0","55.55","0","SE","40.52983","-105.06484"
"BOU00157","BC-19",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC",,
"BOU00158","BC-08",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC","40.130625","-105.216736"
"BOU00159","BC-04",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC","40.061639","-105.193958"
"BOU00160","BC-15",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC","40.013015","-105.27145"
"BOU00161","BC-09",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC","40.013015","-105.27145"
"BOU00162","BC-17",2023,28,"2023-07-10","BC","L","Tarsalis",49,"0",,"0","BC","40.101806","-105.156028"
"CSU20001","FC-038",2023,28,"2023-07-10","LC","L","Tarsalis",18,"0","55.55","0","NE","40.59911","-105.00623"
"CSU20002","FC-038",2023,28,"2023-07-10","LC","L","Pipiens",13,"0","55.55","0","NE","40.59911","-105.00623"
"CSU20003","FC-069",2023,28,"2023-07-10","LC","L","Tarsalis",14,"0","55.55","0","NE","40.61438","-105.0527"
"CSU20004","FC-069",2023,28,"2023-07-10","LC","L","Pipiens",2,"0","55.55","0","NE","40.61438","-105.0527"
"CSU20005","LV-069",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU20006","LV-069",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU20007","LV-069",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU20008","LV-069",2023,28,"2023-07-10","LC","L","Pipiens",5,"0","55.55","0","LV","40.428924","-105.058221"
"CSU20009","FC-040GR",2023,28,"2023-07-10","LC","G","Pipiens",45,"0","55.55","0","NE","40.60326","-105.06553"
"CSU20010","FC-036",2023,28,"2023-07-10","LC","L","Tarsalis",8,"0","55.55","0","NW","40.600766","-105.079837"
"CSU20011","FC-036",2023,28,"2023-07-10","LC","L","Pipiens",12,"0","55.55","0","NW","40.600766","-105.079837"
"CSU20012","FC-006",2023,28,"2023-07-10","LC","L","Tarsalis",29,"0","55.55","0","NE","40.592328","-105.066295"
"CSU20013","FC-006",2023,28,"2023-07-10","LC","L","Pipiens",7,"0","55.55","0","NE","40.592328","-105.066295"
"CSU20014","FC-092GR",2023,28,"2023-07-10","LC","G","Pipiens",7,"0","55.55","0","NE","40.58407","-105.06497"
"CSU20015","FC-091GR",2023,28,"2023-07-10","LC","G","Pipiens",12,"0","55.55","0","NE","40.57052","-105.05457"
"CSU20016","LV-095",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU20017","LV-095",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU20018","LV-095",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU20019","LV-095",2023,28,"2023-07-10","LC","L","Pipiens",34,"0","55.55","0","LV","40.444118","-105.022166"
"CSU20020","FC-072",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU20021","FC-072",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU20022","FC-072",2023,28,"2023-07-10","LC","L","Tarsalis",50,"1","24.43436","0","NE","40.56953","-105.07117"
"CSU20023","FC-072",2023,28,"2023-07-10","LC","L","Tarsalis",23,"0","55.55","0","NE","40.56953","-105.07117"
"CSU20024","FC-040",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20025","FC-040",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20026","FC-040",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20027","FC-040",2023,28,"2023-07-10","LC","L","Tarsalis",11,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20028","FC-040",2023,28,"2023-07-10","LC","L","Pipiens",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20029","FC-040",2023,28,"2023-07-10","LC","L","Pipiens",16,"0","55.55","0","NE","40.60326","-105.06554"
"CSU20030","FC-067",2023,28,"2023-07-10","LC","L","Tarsalis",34,"0","55.55","0","NE","40.57881","-105.05592"
"CSU20031","FC-067",2023,28,"2023-07-10","LC","L","Pipiens",9,"0","55.55","0","NE","40.57881","-105.05592"
"CSU20032","FC-066",2023,28,"2023-07-10","LC","L","Tarsalis",8,"0","55.55","0","NE","40.55873","-105.02318"
"CSU20033","FC-066",2023,28,"2023-07-10","LC","L","Pipiens",2,"0","55.55","0","NE","40.55873","-105.02318"
"CSU20034","FC-066GR",2023,28,"2023-07-10","LC","G","Pipiens",11,"0","55.55","0","NE","40.55873","-105.02318"
"CSU20035","FC-019",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.565586","-105.05203"
"CSU20036","FC-019",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.565586","-105.05203"
"CSU20037","FC-019",2023,28,"2023-07-10","LC","L","Tarsalis",34,"0","55.55","0","NE","40.565586","-105.05203"
"CSU20038","FC-019",2023,28,"2023-07-10","LC","L","Pipiens",50,"0","55.55","0","NE","40.565586","-105.05203"
"CSU20039","FC-019",2023,28,"2023-07-10","LC","L","Pipiens",38,"0","55.55","0","NE","40.565586","-105.05203"
"CSU20040","FC-014",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20041","FC-014",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20042","FC-014",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20043","FC-014",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20044","FC-014",2023,28,"2023-07-10","LC","L","Tarsalis",25,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20045","FC-014",2023,28,"2023-07-10","LC","L","Pipiens",18,"0","55.55","0","NE","40.56359","-105.006562"
"CSU20046","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20047","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20048","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20049","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20050","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20051","FC-034",2023,28,"2023-07-10","LC","L","Tarsalis",15,"0","55.55","0","NE","40.62556","-105.05009"
"CSU20052","FC-034",2023,28,"2023-07-10","LC","L","Pipiens",17,"0","55.55","0","NE","40.62556","-105.05009"
"CSU19965","FC-052",2023,27,"2023-07-06","LC","L","Tarsalis",20,"0","55.55","0","NW","40.56163","-105.08703"
"CSU19966","FC-049",2023,27,"2023-07-06","LC","L","Tarsalis",13,"0","55.55","0","NW","40.57324","-105.13949"
"CSU19967","FC-049",2023,27,"2023-07-06","LC","L","Pipiens",6,"0","55.55","0","NW","40.57324","-105.13949"
"CSU19968","FC-063",2023,27,"2023-07-06","LC","L","Tarsalis",10,"0","55.55","0","NW","40.56568","-105.10485"
"CSU19969","FC-061",2023,27,"2023-07-06","LC","L","Tarsalis",30,"0","55.55","0","NW","40.5688","-105.09165"
"CSU19970","FC-061",2023,27,"2023-07-06","LC","L","Pipiens",19,"0","55.55","0","NW","40.5688","-105.09165"
"CSU19971","FC-073",2023,27,"2023-07-06","LC","L","Tarsalis",26,"0","55.55","0","NW","40.58605","-105.08889"
"CSU19972","FC-073",2023,27,"2023-07-06","LC","L","Pipiens",13,"0","55.55","0","NW","40.58605","-105.08889"
"CSU19973","FC-090GR",2023,27,"2023-07-06","LC","G","Pipiens",3,"0","55.55","0","NW","40.58196","-105.11136"
"CSU19974","FC-060",2023,27,"2023-07-06","LC","L","Tarsalis",7,"0","55.55","0","SW","40.5487","-105.12019"
"CSU19975","FC-041",2023,27,"2023-07-06","LC","L","Tarsalis",32,"0","55.55","0","NW","40.58794","-105.10486"
"CSU19976","FC-041",2023,27,"2023-07-06","LC","L","Pipiens",15,"0","55.55","0","NW","40.58794","-105.10486"
