"year","zone","week","n_trap","spp","mosq","abund"
2018,"SW",36,7,"Pipiens",13,1.9
2018,"SW",36,7,"Tarsalis",10,1.4
2018,"SW",37,1,"Tarsalis",5,5
2019,"LC",24,1,"Tarsalis",5,5
2019,"LC",25,1,"Tarsalis",4,4
2019,"LC",26,3,"Pipiens",1,0.3
2019,"LC",26,3,"Tarsalis",13,4.3
2019,"LC",27,4,"Tarsalis",168,42
2019,"LC",28,5,"Tarsalis",364,72.8
2019,"LC",29,5,"Pipiens",7,1.4
2019,"LC",29,5,"Tarsalis",302,60.4
2019,"LC",30,5,"Pipiens",33,6.6
2019,"LC",30,5,"Tarsalis",321,64.2
2019,"LC",31,5,"Pipiens",38,7.6
2019,"LC",31,5,"Tarsalis",414,82.8
2019,"LC",32,5,"Pipiens",24,4.8
2019,"LC",32,5,"Tarsalis",403,80.6
2019,"LC",33,5,"Pipiens",25,5
2019,"LC",33,5,"Tarsalis",252,50.4
2019,"LC",34,3,"Pipiens",12,4
2019,"LC",34,3,"Tarsalis",77,25.7
2019,"LC",35,5,"Pipiens",13,2.6
2019,"LC",35,5,"Tarsalis",77,15.4
2019,"LV",24,3,"Tarsalis",27,9
2019,"LV",25,2,"Tarsalis",12,6
2019,"LV",26,4,"Tarsalis",15,3.8
2019,"LV",27,6,"Tarsalis",277,46.2
2019,"LV",28,6,"Pipiens",5,0.8
2019,"LV",28,6,"Tarsalis",426,71
2019,"LV",29,5,"Pipiens",3,0.6
2019,"LV",29,5,"Tarsalis",316,63.2
2019,"LV",30,6,"Pipiens",5,0.8
2019,"LV",30,6,"Tarsalis",519,86.5
2019,"LV",31,6,"Pipiens",8,1.3
2019,"LV",31,6,"Tarsalis",743,123.8
2019,"LV",32,8,"Pipiens",7,0.9
2019,"LV",32,8,"Tarsalis",552,69
2019,"LV",33,7,"Pipiens",12,1.7
2019,"LV",33,7,"Tarsalis",256,36.6
2019,"LV",34,6,"Pipiens",45,7.5
2019,"LV",34,6,"Tarsalis",249,41.5
2019,"LV",35,6,"Pipiens",16,2.7
2019,"LV",35,6,"Tarsalis",94,15.7
2019,"NE",24,5,"Tarsalis",16,3.2
2019,"NE",25,2,"Tarsalis",6,3
2019,"NE",26,2,"Tarsalis",9,4.5
2019,"NE",27,9,"Pipiens",4,0.4
2019,"NE",27,9,"Tarsalis",272,30.2
2019,"NE",28,10,"Pipiens",16,1.6
2019,"NE",28,10,"Tarsalis",396,39.6
2019,"NE",29,10,"Pipiens",44,4.4
2019,"NE",29,10,"Tarsalis",665,66.5
2019,"NE",30,10,"Pipiens",24,2.4
2019,"NE",30,10,"Tarsalis",356,35.6
2019,"NE",31,10,"Pipiens",125,12.5
2019,"NE",31,10,"Tarsalis",1304,130.4
2019,"NE",32,10,"Pipiens",61,6.1
2019,"NE",32,10,"Tarsalis",992,99.2
2019,"NE",33,10,"Pipiens",110,11
2019,"NE",33,10,"Tarsalis",624,62.4
2019,"NE",34,10,"Pipiens",132,13.2
2019,"NE",34,10,"Tarsalis",361,36.1
2019,"NE",35,10,"Pipiens",129,12.9
2019,"NE",35,10,"Tarsalis",502,50.2
2019,"NE",36,10,"Pipiens",187,18.7
2019,"NE",36,10,"Tarsalis",309,30.9
2019,"NE",37,9,"Pipiens",74,8.2
2019,"NE",37,9,"Tarsalis",13,1.4
2019,"NW",25,2,"Pipiens",1,0.5
2019,"NW",25,2,"Tarsalis",2,1
2019,"NW",26,4,"Pipiens",2,0.5
2019,"NW",26,4,"Tarsalis",9,2.2
2019,"NW",27,4,"Tarsalis",34,8.5
2019,"NW",28,7,"Tarsalis",99,14.1
2019,"NW",29,6,"Pipiens",18,3
2019,"NW",29,6,"Tarsalis",98,16.3
2019,"NW",30,8,"Pipiens",40,5
2019,"NW",30,8,"Tarsalis",165,20.6
2019,"NW",31,9,"Pipiens",85,9.4
2019,"NW",31,9,"Tarsalis",539,59.9
2019,"NW",32,8,"Pipiens",52,6.5
2019,"NW",32,8,"Tarsalis",331,41.4
2019,"NW",33,9,"Pipiens",38,4.2
2019,"NW",33,9,"Tarsalis",354,39.3
2019,"NW",34,9,"Pipiens",53,5.9
2019,"NW",34,9,"Tarsalis",210,23.3
2019,"NW",35,8,"Pipiens",39,4.9
2019,"NW",35,8,"Tarsalis",136,17
2019,"NW",36,9,"Pipiens",55,6.1
2019,"NW",36,9,"Tarsalis",225,25
2019,"NW",37,9,"Pipiens",32,3.6
2019,"NW",37,9,"Tarsalis",24,2.7
2019,"SE",24,4,"Tarsalis",23,5.8
2019,"SE",25,3,"Tarsalis",10,3.3
2019,"SE",26,10,"Pipiens",5,0.5
2019,"SE",26,10,"Tarsalis",161,16.1
2019,"SE",27,12,"Pipiens",2,0.2
2019,"SE",27,12,"Tarsalis",349,29.1
2019,"SE",28,15,"Pipiens",26,1.7
2019,"SE",28,15,"Tarsalis",1200,80
2019,"SE",29,15,"Pipiens",29,1.9
2019,"SE",29,15,"Tarsalis",902,60.1
2019,"SE",30,15,"Pipiens",48,3.2
2019,"SE",30,15,"Tarsalis",883,58.9
2019,"SE",31,15,"Pipiens",119,7.9
2019,"SE",31,15,"Tarsalis",1506,100.4
2019,"SE",32,15,"Pipiens",134,8.9
2019,"SE",32,15,"Tarsalis",1101,73.4
2019,"SE",33,15,"Pipiens",145,9.7
2019,"SE",33,15,"Tarsalis",1546,103.1
2019,"SE",34,15,"Pipiens",111,7.4
2019,"SE",34,15,"Tarsalis",426,28.4
2019,"SE",35,14,"Pipiens",158,11.3
2019,"SE",35,14,"Tarsalis",361,25.8
2019,"SE",36,15,"Pipiens",85,5.7
2019,"SE",36,15,"Tarsalis",375,25
2019,"SE",37,15,"Pipiens",128,8.5
2019,"SE",37,15,"Tarsalis",104,6.9
2019,"SW",24,1,"Pipiens",5,5
2019,"SW",25,1,"Tarsalis",6,6
2019,"SW",26,1,"Tarsalis",10,10
2019,"SW",27,5,"Pipiens",1,0.2
2019,"SW",27,5,"Tarsalis",30,6
2019,"SW",28,8,"Pipiens",6,0.8
2019,"SW",28,8,"Tarsalis",138,17.2
2019,"SW",29,8,"Tarsalis",116,14.5
2019,"SW",30,9,"Pipiens",32,3.6
2019,"SW",30,9,"Tarsalis",177,19.7
2019,"SW",31,8,"Pipiens",16,2
2019,"SW",31,8,"Tarsalis",217,27.1
2019,"SW",32,7,"Pipiens",35,5
2019,"SW",32,7,"Tarsalis",250,35.7
2019,"SW",33,9,"Pipiens",23,2.6
2019,"SW",33,9,"Tarsalis",312,34.7
2019,"SW",34,9,"Pipiens",11,1.2
2019,"SW",34,9,"Tarsalis",133,14.8
2019,"SW",35,9,"Pipiens",22,2.4
2019,"SW",35,9,"Tarsalis",226,25.1
2019,"SW",36,9,"Pipiens",23,2.6
2019,"SW",36,9,"Tarsalis",129,14.3
2019,"SW",37,6,"Pipiens",13,2.2
2019,"SW",37,6,"Tarsalis",13,2.2
2020,"FC",33,1,"Pipiens",2,2
2020,"LC",24,3,"Pipiens",1,0.3
2020,"LC",24,3,"Tarsalis",2,0.7
2020,"LC",25,4,"Tarsalis",11,2.8
2020,"LC",26,2,"Pipiens",3,1.5
2020,"LC",26,2,"Tarsalis",7,3.5
2020,"LC",27,4,"Pipiens",6,1.5
2020,"LC",27,4,"Tarsalis",43,10.8
2020,"LC",28,4,"Pipiens",1,0.2
2020,"LC",28,4,"Tarsalis",26,6.5
2020,"LC",29,3,"Pipiens",6,2
2020,"LC",29,3,"Tarsalis",17,5.7
2020,"LC",30,5,"Pipiens",7,1.4
2020,"LC",30,5,"Tarsalis",25,5
2020,"LC",31,5,"Pipiens",1,0.2
2020,"LC",31,5,"Tarsalis",42,8.4
2020,"LC",32,3,"Pipiens",15,5
2020,"LC",32,3,"Tarsalis",40,13.3
2020,"LC",33,4,"Pipiens",1,0.2
2020,"LC",33,4,"Tarsalis",45,11.2
2020,"LC",34,4,"Pipiens",6,1.5
2020,"LC",34,4,"Tarsalis",45,11.2
2020,"LC",35,4,"Pipiens",5,1.2
2020,"LC",35,4,"Tarsalis",32,8
2020,"LV",24,3,"Tarsalis",12,4
2020,"LV",25,5,"Pipiens",6,1.2
2020,"LV",25,5,"Tarsalis",38,7.6
2020,"LV",26,6,"Pipiens",3,0.5
2020,"LV",26,6,"Tarsalis",90,15
2020,"LV",27,6,"Pipiens",8,1.3
2020,"LV",27,6,"Tarsalis",162,27
2020,"LV",28,6,"Pipiens",13,2.2
2020,"LV",28,6,"Tarsalis",404,67.3
2020,"LV",29,6,"Pipiens",16,2.7
2020,"LV",29,6,"Tarsalis",208,34.7
2020,"LV",30,6,"Pipiens",10,1.7
2020,"LV",30,6,"Tarsalis",201,33.5
2020,"LV",31,6,"Pipiens",13,2.2
2020,"LV",31,6,"Tarsalis",553,92.2
2020,"LV",32,6,"Pipiens",8,1.3
2020,"LV",32,6,"Tarsalis",81,13.5
2020,"LV",33,6,"Pipiens",14,2.3
2020,"LV",33,6,"Tarsalis",257,42.8
2020,"LV",34,6,"Pipiens",3,0.5
2020,"LV",34,6,"Tarsalis",175,29.2
2020,"LV",35,6,"Pipiens",7,1.2
2020,"LV",35,6,"Tarsalis",82,13.7
2020,"LV",36,5,"Pipiens",33,6.6
2020,"LV",36,5,"Tarsalis",21,4.2
2020,"NE",24,6,"Pipiens",2,0.3
2020,"NE",24,6,"Tarsalis",8,1.3
2020,"NE",25,10,"Pipiens",10,1
2020,"NE",25,10,"Tarsalis",35,3.5
2020,"NE",26,10,"Pipiens",9,0.9
2020,"NE",26,10,"Tarsalis",38,3.8
2020,"NE",27,10,"Pipiens",11,1.1
2020,"NE",27,10,"Tarsalis",89,8.9
2020,"NE",28,10,"Pipiens",34,3.4
2020,"NE",28,10,"Tarsalis",218,21.8
2020,"NE",29,11,"Pipiens",35,3.2
2020,"NE",29,11,"Tarsalis",307,27.9
2020,"NE",30,10,"Pipiens",26,2.6
2020,"NE",30,10,"Tarsalis",316,31.6
2020,"NE",31,10,"Pipiens",85,8.5
2020,"NE",31,10,"Tarsalis",235,23.5
2020,"NE",32,10,"Pipiens",181,18.1
2020,"NE",32,10,"Tarsalis",379,37.9
2020,"NE",33,10,"Pipiens",114,11.4
2020,"NE",33,10,"Tarsalis",532,53.2
2020,"NE",34,10,"Pipiens",174,17.4
2020,"NE",34,10,"Tarsalis",381,38.1
2020,"NE",35,10,"Pipiens",246,24.6
2020,"NE",35,10,"Tarsalis",177,17.7
2020,"NE",36,4,"Pipiens",4,1
2020,"NE",36,4,"Tarsalis",8,2
2020,"NW",24,5,"Pipiens",8,1.6
2020,"NW",24,5,"Tarsalis",6,1.2
2020,"NW",25,5,"Pipiens",1,0.2
2020,"NW",25,5,"Tarsalis",20,4
2020,"NW",26,6,"Pipiens",8,1.3
2020,"NW",26,6,"Tarsalis",10,1.7
2020,"NW",27,8,"Pipiens",36,4.5
2020,"NW",27,8,"Tarsalis",21,2.6
2020,"NW",28,8,"Pipiens",27,3.4
2020,"NW",28,8,"Tarsalis",88,11
2020,"NW",29,7,"Pipiens",31,4.4
2020,"NW",29,7,"Tarsalis",44,6.3
2020,"NW",30,9,"Pipiens",34,3.8
2020,"NW",30,9,"Tarsalis",186,20.7
2020,"NW",31,9,"Pipiens",82,9.1
2020,"NW",31,9,"Tarsalis",93,10.3
2020,"NW",32,9,"Pipiens",64,7.1
2020,"NW",32,9,"Tarsalis",130,14.4
2020,"NW",33,9,"Pipiens",71,7.9
2020,"NW",33,9,"Tarsalis",134,14.9
2020,"NW",34,9,"Pipiens",85,9.4
2020,"NW",34,9,"Tarsalis",123,13.7
2020,"NW",35,7,"Pipiens",131,18.7
2020,"NW",35,7,"Tarsalis",36,5.1
2020,"NW",36,6,"Pipiens",36,6
2020,"NW",36,6,"Tarsalis",34,5.7
2020,"SE",24,2,"Pipiens",2,1
2020,"SE",24,2,"Tarsalis",2,1
2020,"SE",25,15,"Pipiens",7,0.5
2020,"SE",25,15,"Tarsalis",105,7
2020,"SE",26,15,"Pipiens",15,1
2020,"SE",26,15,"Tarsalis",211,14.1
2020,"SE",27,15,"Pipiens",25,1.7
2020,"SE",27,15,"Tarsalis",322,21.5
2020,"SE",28,15,"Pipiens",29,1.9
2020,"SE",28,15,"Tarsalis",263,17.5
2020,"SE",29,15,"Pipiens",34,2.3
2020,"SE",29,15,"Tarsalis",236,15.7
2020,"SE",30,15,"Pipiens",51,3.4
2020,"SE",30,15,"Tarsalis",614,40.9
2020,"SE",31,15,"Pipiens",225,15
2020,"SE",31,15,"Tarsalis",713,47.5
2020,"SE",32,15,"Pipiens",216,14.4
2020,"SE",32,15,"Tarsalis",514,34.3
2020,"SE",33,15,"Pipiens",402,26.8
2020,"SE",33,15,"Tarsalis",336,22.4
2020,"SE",34,15,"Pipiens",316,21.1
2020,"SE",34,15,"Tarsalis",381,25.4
2020,"SE",35,14,"Pipiens",209,14.9
2020,"SE",35,14,"Tarsalis",212,15.1
2020,"SE",36,9,"Pipiens",31,3.4
2020,"SE",36,9,"Tarsalis",20,2.2
2020,"SW",24,4,"Tarsalis",10,2.5
2020,"SW",25,4,"Pipiens",8,2
2020,"SW",25,4,"Tarsalis",21,5.2
2020,"SW",26,5,"Pipiens",12,2.4
2020,"SW",26,5,"Tarsalis",32,6.4
2020,"SW",27,8,"Pipiens",20,2.5
2020,"SW",27,8,"Tarsalis",82,10.2
2020,"SW",28,8,"Pipiens",14,1.8
2020,"SW",28,8,"Tarsalis",141,17.6
2020,"SW",29,8,"Pipiens",21,2.6
2020,"SW",29,8,"Tarsalis",79,9.9
2020,"SW",30,8,"Pipiens",34,4.2
2020,"SW",30,8,"Tarsalis",198,24.8
2020,"SW",31,9,"Pipiens",30,3.3
2020,"SW",31,9,"Tarsalis",146,16.2
2020,"SW",32,8,"Pipiens",66,8.2
2020,"SW",32,8,"Tarsalis",138,17.2
2020,"SW",33,9,"Pipiens",70,7.8
2020,"SW",33,9,"Tarsalis",106,11.8
2020,"SW",34,8,"Pipiens",66,8.2
2020,"SW",34,8,"Tarsalis",49,6.1
2020,"SW",35,7,"Pipiens",20,2.9
2020,"SW",35,7,"Tarsalis",8,1.1
2020,"SW",36,5,"Pipiens",15,3
2020,"SW",36,5,"Tarsalis",6,1.2
2020,"WC",32,1,"Tarsalis",2,2
2020,"WC",33,1,"Pipiens",1,1
2020,"WC",33,1,"Tarsalis",6,6
2020,"WC",34,1,"Tarsalis",7,7
2021,"BC",24,4,"Tarsalis",81,20.2
2021,"BC",25,6,"Tarsalis",87,14.5
2021,"BC",26,5,"Tarsalis",26,5.2
2021,"BC",27,5,"Tarsalis",155,31
2021,"BC",28,5,"Tarsalis",127,25.4
2021,"BC",29,5,"Tarsalis",176,35.2
2021,"BC",30,5,"Tarsalis",254,50.8
2021,"BC",31,5,"Tarsalis",237,47.4
2021,"BC",32,5,"Tarsalis",132,26.4
2021,"BC",33,5,"Tarsalis",103,20.6
2021,"BC",34,5,"Tarsalis",73,14.6
2021,"BC",35,5,"Tarsalis",28,5.6
2021,"BC",36,5,"Tarsalis",26,5.2
2021,"FC",31,1,"Pipiens",4,4
2021,"FC",31,1,"Tarsalis",7,7
2021,"LC",23,3,"Pipiens",1,0.3
2021,"LC",23,3,"Tarsalis",76,25.3
2021,"LC",24,4,"Pipiens",1,0.2
2021,"LC",24,4,"Tarsalis",223,55.8
2021,"LC",25,4,"Pipiens",3,0.8
2021,"LC",25,4,"Tarsalis",152,38
2021,"LC",26,3,"Pipiens",11,3.7
2021,"LC",26,3,"Tarsalis",156,52
2021,"LC",27,4,"Pipiens",40,10
2021,"LC",27,4,"Tarsalis",406,101.5
2021,"LC",28,4,"Pipiens",78,19.5
2021,"LC",28,4,"Tarsalis",566,141.5
2021,"LC",29,4,"Pipiens",22,5.5
2021,"LC",29,4,"Tarsalis",479,119.8
2021,"LC",30,4,"Pipiens",105,26.2
2021,"LC",30,4,"Tarsalis",904,226
2021,"LC",31,4,"Pipiens",60,15
2021,"LC",31,4,"Tarsalis",145,36.2
2021,"LC",32,4,"Pipiens",75,18.8
2021,"LC",32,4,"Tarsalis",130,32.5
2021,"LC",33,4,"Pipiens",28,7
2021,"LC",33,4,"Tarsalis",114,28.5
2021,"LC",34,4,"Pipiens",26,6.5
2021,"LC",34,4,"Tarsalis",95,23.8
2021,"LC",35,4,"Pipiens",31,7.8
2021,"LC",35,4,"Tarsalis",39,9.8
2021,"LV",23,5,"Pipiens",1,0.2
2021,"LV",23,5,"Tarsalis",117,23.4
2021,"LV",24,6,"Tarsalis",255,42.5
2021,"LV",25,6,"Pipiens",12,2
2021,"LV",25,6,"Tarsalis",522,87
2021,"LV",26,6,"Pipiens",49,8.2
2021,"LV",26,6,"Tarsalis",1064,177.3
2021,"LV",27,6,"Pipiens",29,4.8
2021,"LV",27,6,"Tarsalis",2269,378.2
2021,"LV",28,6,"Pipiens",67,11.2
2021,"LV",28,6,"Tarsalis",2789,464.8
2021,"LV",29,6,"Pipiens",69,11.5
2021,"LV",29,6,"Tarsalis",1162,193.7
2021,"LV",30,6,"Pipiens",27,4.5
2021,"LV",30,6,"Tarsalis",849,141.5
2021,"LV",31,6,"Pipiens",78,13
2021,"LV",31,6,"Tarsalis",576,96
2021,"LV",32,6,"Pipiens",53,8.8
2021,"LV",32,6,"Tarsalis",411,68.5
2021,"LV",33,6,"Pipiens",112,18.7
2021,"LV",33,6,"Tarsalis",291,48.5
2021,"LV",34,6,"Pipiens",72,12
2021,"LV",34,6,"Tarsalis",147,24.5
2021,"LV",35,6,"Pipiens",44,7.3
2021,"LV",35,6,"Tarsalis",75,12.5
2021,"LV",36,2,"Pipiens",1,0.5
2021,"LV",36,2,"Tarsalis",8,4
2021,"NE",25,8,"Pipiens",12,1.5
2021,"NE",25,8,"Tarsalis",105,13.1
2021,"NE",26,9,"Pipiens",49,5.4
2021,"NE",26,9,"Tarsalis",417,46.3
2021,"NE",27,10,"Pipiens",95,9.5
2021,"NE",27,10,"Tarsalis",1026,102.6
2021,"NE",28,9,"Pipiens",99,11
2021,"NE",28,9,"Tarsalis",1218,135.3
2021,"NE",29,10,"Pipiens",323,32.3
2021,"NE",29,10,"Tarsalis",1145,114.5
2021,"NE",30,10,"Pipiens",341,34.1
2021,"NE",30,10,"Tarsalis",1191,119.1
2021,"NE",31,10,"Pipiens",833,83.3
2021,"NE",31,10,"Tarsalis",993,99.3
2021,"NE",32,10,"Pipiens",911,91.1
2021,"NE",32,10,"Tarsalis",447,44.7
2021,"NE",33,10,"Pipiens",130,13
2021,"NE",33,10,"Tarsalis",257,25.7
2021,"NE",34,9,"Pipiens",680,75.6
2021,"NE",34,9,"Tarsalis",81,9
2021,"NE",35,8,"Pipiens",358,44.8
2021,"NE",35,8,"Tarsalis",30,3.8
2021,"NE",36,8,"Pipiens",665,83.1
2021,"NE",36,8,"Tarsalis",14,1.8
2021,"NW",25,7,"Pipiens",12,1.7
2021,"NW",25,7,"Tarsalis",47,6.7
2021,"NW",26,9,"Pipiens",81,9
2021,"NW",26,9,"Tarsalis",197,21.9
2021,"NW",27,9,"Pipiens",132,14.7
2021,"NW",27,9,"Tarsalis",549,61
2021,"NW",28,9,"Pipiens",38,4.2
2021,"NW",28,9,"Tarsalis",376,41.8
2021,"NW",29,9,"Pipiens",46,5.1
2021,"NW",29,9,"Tarsalis",622,69.1
2021,"NW",30,9,"Pipiens",119,13.2
2021,"NW",30,9,"Tarsalis",609,67.7
2021,"NW",31,9,"Pipiens",60,6.7
2021,"NW",31,9,"Tarsalis",100,11.1
2021,"NW",32,9,"Pipiens",102,11.3
2021,"NW",32,9,"Tarsalis",95,10.6
2021,"NW",33,9,"Pipiens",44,4.9
2021,"NW",33,9,"Tarsalis",129,14.3
2021,"NW",34,8,"Pipiens",24,3
2021,"NW",34,8,"Tarsalis",36,4.5
2021,"NW",35,8,"Pipiens",22,2.8
2021,"NW",35,8,"Tarsalis",25,3.1
2021,"NW",36,6,"Pipiens",15,2.5
2021,"NW",36,6,"Tarsalis",5,0.8
2021,"SE",25,14,"Pipiens",31,2.2
2021,"SE",25,14,"Tarsalis",502,35.9
2021,"SE",26,14,"Pipiens",62,4.4
2021,"SE",26,14,"Tarsalis",315,22.5
2021,"SE",27,14,"Pipiens",43,3.1
2021,"SE",27,14,"Tarsalis",737,52.6
2021,"SE",28,15,"Pipiens",197,13.1
2021,"SE",28,15,"Tarsalis",2434,162.3
2021,"SE",29,15,"Pipiens",303,20.2
2021,"SE",29,15,"Tarsalis",1938,129.2
2021,"SE",30,15,"Pipiens",447,29.8
2021,"SE",30,15,"Tarsalis",2712,180.8
2021,"SE",31,15,"Pipiens",240,16
2021,"SE",31,15,"Tarsalis",1011,67.4
2021,"SE",32,15,"Pipiens",294,19.6
2021,"SE",32,15,"Tarsalis",447,29.8
2021,"SE",33,15,"Pipiens",68,4.5
2021,"SE",33,15,"Tarsalis",95,6.3
2021,"SE",34,14,"Pipiens",126,9
2021,"SE",34,14,"Tarsalis",67,4.8
2021,"SE",35,15,"Pipiens",267,17.8
2021,"SE",35,15,"Tarsalis",116,7.7
2021,"SE",36,8,"Pipiens",340,42.5
2021,"SE",36,8,"Tarsalis",10,1.2
2021,"SW",25,6,"Pipiens",1,0.2
2021,"SW",25,6,"Tarsalis",53,8.8
2021,"SW",26,9,"Pipiens",14,1.6
2021,"SW",26,9,"Tarsalis",110,12.2
2021,"SW",27,9,"Pipiens",40,4.4
2021,"SW",27,9,"Tarsalis",243,27
2021,"SW",28,8,"Pipiens",24,3
2021,"SW",28,8,"Tarsalis",282,35.2
2021,"SW",29,6,"Pipiens",18,3
2021,"SW",29,6,"Tarsalis",100,16.7
2021,"SW",30,9,"Pipiens",60,6.7
2021,"SW",30,9,"Tarsalis",563,62.6
2021,"SW",31,8,"Pipiens",48,6
2021,"SW",31,8,"Tarsalis",106,13.2
2021,"SW",32,9,"Pipiens",59,6.6
2021,"SW",32,9,"Tarsalis",74,8.2
2021,"SW",33,8,"Pipiens",30,3.8
2021,"SW",33,8,"Tarsalis",44,5.5
2021,"SW",34,9,"Pipiens",19,2.1
2021,"SW",34,9,"Tarsalis",17,1.9
2021,"SW",35,7,"Pipiens",26,3.7
2021,"SW",35,7,"Tarsalis",15,2.1
2021,"SW",36,8,"Pipiens",18,2.2
2021,"SW",36,8,"Tarsalis",7,0.9
2021,"WC",25,1,"Tarsalis",36,36
2021,"WC",26,1,"Pipiens",1,1
2021,"WC",26,1,"Tarsalis",26,26
2021,"WC",27,1,"Pipiens",6,6
2021,"WC",27,1,"Tarsalis",212,212
2021,"WC",28,1,"Pipiens",1,1
2021,"WC",28,1,"Tarsalis",84,84
2021,"WC",29,1,"Tarsalis",13,13
2021,"WC",30,1,"Pipiens",2,2
2021,"WC",30,1,"Tarsalis",89,89
2021,"WC",31,1,"Tarsalis",15,15
2021,"WC",32,1,"Pipiens",3,3
2021,"WC",32,1,"Tarsalis",10,10
2021,"WC",33,1,"Pipiens",1,1
2021,"WC",33,1,"Tarsalis",18,18
2021,"WC",34,1,"Pipiens",2,2
2021,"WC",34,1,"Tarsalis",17,17
2021,"WC",35,1,"Pipiens",3,3
2021,"WC",35,1,"Tarsalis",5,5
2022,"BC",24,5,"Tarsalis",73,14.6
2022,"BC",25,5,"Tarsalis",73,14.6
2022,"BC",26,5,"Tarsalis",82,16.4
2022,"BC",27,5,"Tarsalis",189,37.8
2022,"BC",28,5,"Tarsalis",175,35
2022,"BC",29,5,"Tarsalis",169,33.8
2022,"BC",30,5,"Tarsalis",145,29
2022,"BC",31,5,"Tarsalis",136,27.2
2022,"BC",32,5,"Tarsalis",91,18.2
2022,"BC",33,5,"Tarsalis",38,7.6
2022,"BC",34,5,"Tarsalis",36,7.2
2022,"BC",35,4,"Pipiens",23,5.8
2022,"BC",35,4,"Tarsalis",10,2.5
2022,"BC",36,4,"Pipiens",7,1.8
2022,"BC",36,4,"Tarsalis",13,3.2
2022,"BC",37,4,"Pipiens",10,2.5
2022,"BC",37,4,"Tarsalis",14,3.5
2022,"LC",23,2,"Tarsalis",42,21
2022,"LC",24,4,"Pipiens",3,0.8
2022,"LC",24,4,"Tarsalis",52,13
2022,"LC",25,4,"Pipiens",1,0.2
2022,"LC",25,4,"Tarsalis",33,8.2
2022,"LC",26,4,"Pipiens",11,2.8
2022,"LC",26,4,"Tarsalis",237,59.2
2022,"LC",27,4,"Pipiens",3,0.8
2022,"LC",27,4,"Tarsalis",171,42.8
2022,"LC",28,3,"Pipiens",5,1.7
2022,"LC",28,3,"Tarsalis",138,46
2022,"LC",29,4,"Pipiens",12,3
2022,"LC",29,4,"Tarsalis",448,112
2022,"LC",30,4,"Pipiens",12,3
2022,"LC",30,4,"Tarsalis",135,33.8
2022,"LC",31,4,"Pipiens",26,6.5
2022,"LC",31,4,"Tarsalis",271,67.8
2022,"LC",32,4,"Pipiens",55,13.8
2022,"LC",32,4,"Tarsalis",419,104.8
2022,"LC",33,4,"Pipiens",36,9
2022,"LC",33,4,"Tarsalis",86,21.5
2022,"LC",34,4,"Pipiens",43,10.8
2022,"LC",34,4,"Tarsalis",138,34.5
2022,"LC",35,4,"Pipiens",50,12.5
2022,"LC",35,4,"Tarsalis",102,25.5
2022,"LV",23,5,"Pipiens",2,0.4
2022,"LV",23,5,"Tarsalis",51,10.2
2022,"LV",24,4,"Pipiens",3,0.8
2022,"LV",24,4,"Tarsalis",118,29.5
2022,"LV",25,4,"Tarsalis",82,20.5
2022,"LV",26,6,"Pipiens",26,4.3
2022,"LV",26,6,"Tarsalis",305,50.8
2022,"LV",27,6,"Pipiens",7,1.2
2022,"LV",27,6,"Tarsalis",451,75.2
2022,"LV",28,6,"Pipiens",20,3.3
2022,"LV",28,6,"Tarsalis",809,134.8
2022,"LV",29,6,"Pipiens",48,8
2022,"LV",29,6,"Tarsalis",866,144.3
2022,"LV",30,6,"Pipiens",209,34.8
2022,"LV",30,6,"Tarsalis",737,122.8
2022,"LV",31,6,"Pipiens",111,18.5
2022,"LV",31,6,"Tarsalis",781,130.2
2022,"LV",32,6,"Pipiens",127,21.2
2022,"LV",32,6,"Tarsalis",417,69.5
2022,"LV",33,6,"Pipiens",106,17.7
2022,"LV",33,6,"Tarsalis",137,22.8
2022,"LV",34,6,"Pipiens",227,37.8
2022,"LV",34,6,"Tarsalis",429,71.5
2022,"LV",35,6,"Pipiens",80,13.3
2022,"LV",35,6,"Tarsalis",188,31.3
2022,"LV",36,4,"Pipiens",96,24
2022,"LV",36,4,"Tarsalis",76,19
2022,"NE",23,5,"Tarsalis",59,11.8
2022,"NE",24,10,"Pipiens",7,0.7
2022,"NE",24,10,"Tarsalis",127,12.7
2022,"NE",25,9,"Pipiens",39,4.3
2022,"NE",25,9,"Tarsalis",171,19
2022,"NE",26,10,"Pipiens",32,3.2
2022,"NE",26,10,"Tarsalis",85,8.5
2022,"NE",27,10,"Pipiens",195,19.5
2022,"NE",27,10,"Tarsalis",357,35.7
2022,"NE",28,10,"Pipiens",297,29.7
2022,"NE",28,10,"Tarsalis",1398,139.8
2022,"NE",29,10,"Pipiens",389,38.9
2022,"NE",29,10,"Tarsalis",1364,136.4
2022,"NE",30,10,"Pipiens",676,67.6
2022,"NE",30,10,"Tarsalis",479,47.9
2022,"NE",31,10,"Pipiens",451,45.1
2022,"NE",31,10,"Tarsalis",633,63.3
2022,"NE",32,10,"Pipiens",1324,132.4
2022,"NE",32,10,"Tarsalis",405,40.5
2022,"NE",33,10,"Pipiens",955,95.5
2022,"NE",33,10,"Tarsalis",787,78.7
2022,"NE",34,10,"Pipiens",1480,148
2022,"NE",34,10,"Tarsalis",732,73.2
2022,"NE",35,10,"Pipiens",302,30.2
2022,"NE",35,10,"Tarsalis",110,11
2022,"NE",36,9,"Pipiens",482,53.6
2022,"NE",36,9,"Tarsalis",121,13.4
