"zone","zone2","year","week","spp","trap_L","mosq_L","abund_sd","abund","abund_lci","abund_uci","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"LV","LV",2023,27,"Tarsalis",6,12104,904.8753,2017.3333,1293.2823,2741.3843,6e-04,1e-04,0.002,1.21,0.2,4.03
"LV","LV",2023,27,"All",6,12306,837.3315,2051,1380.9953,2721.0047,6e-04,1e-04,0.002,1.23,0.21,4.1
"BE","BE",2023,27,"Pipiens",5,12,1.7995,2.4,0.8227,3.9773,0.1866,0.0113,0.7841,0.45,0.03,1.88
"BE","BE",2023,27,"Tarsalis",5,4256,407.6456,851.2,493.8829,1208.5171,0.0014,1e-04,0.007,1.19,0.09,5.96
"BE","BE",2023,27,"All",5,4268,373.7854,853.6,525.9627,1181.2373,0.0028,5e-04,0.0093,2.39,0.43,7.94
"BC","BC",2023,27,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BC","BC",2023,27,"Tarsalis",5,343,26.8384,68.6,45.0751,92.1249,0,0,0.0111,0,0,0.76
"BC","BC",2023,27,"All",5,343,40.3404,68.6,33.2401,103.9599,0,0,0.0111,0,0,0.76
"NW","FC",2023,26,"Pipiens",10,58,6.2494,5.8,1.9266,9.6734,0,0,0.07,0,0,0.41
"NW","FC",2023,26,"Tarsalis",10,2257,142.7672,225.7,137.212,314.188,0,0,0.0033,0,0,0.74
"NW","FC",2023,26,"All",10,2315,122.1814,231.5,155.7712,307.2288,0,0,0.0032,0,0,0.74
"NE","FC",2023,26,"Pipiens",10,200,9.9935,20,13.806,26.194,0,0,0.0225,0,0,0.45
"NE","FC",2023,26,"Tarsalis",10,2370,53.7426,237,203.69,270.31,0,0,0.0032,0,0,0.76
"NE","FC",2023,26,"All",10,2570,66.9467,257,215.506,298.494,0,0,0.0028,0,0,0.72
"SE","FC",2023,26,"Pipiens",15,160,7.7101,10.6667,6.7649,14.5685,0,0,0.0248,0,0,0.26
"SE","FC",2023,26,"Tarsalis",15,6526,194.4644,435.0667,336.6541,533.4793,3e-04,0,0.0015,0.13,0,0.65
"SE","FC",2023,26,"All",15,6686,180.3615,445.7333,354.4578,537.0088,3e-04,0,0.0014,0.13,0,0.62
"SW","FC",2023,26,"Pipiens",9,90,8.9112,10,4.178,15.822,0,0,0.055,0,0,0.55
"SW","FC",2023,26,"Tarsalis",10,1613,101.8589,161.3,98.1672,224.4328,0,0,0.0049,0,0,0.79
"SW","FC",2023,26,"All",10,1703,87.8775,170.3,115.833,224.767,0,0,0.0045,0,0,0.77
"FC","FC",2023,26,"Pipiens",43,508,8.5318,11.814,9.2639,14.3641,0,0,0.0088,0,0,0.1
"FC","FC",2023,26,"Tarsalis",43,12766,149.7327,296.8837,252.129,341.6384,2e-04,0,8e-04,0.06,0,0.24
"FC","FC",2023,26,"All",43,13274,132.4758,308.6977,269.1011,348.2943,1e-04,0,7e-04,0.03,0,0.22
"LV","LV",2023,26,"Pipiens",6,42,6.5629,7,1.7486,12.2514,0,0,0.1546,0,0,1.08
"LV","LV",2023,26,"Tarsalis",6,3518,231.1713,586.3333,401.3577,771.3089,0,0,0.0022,0,0,1.29
"LV","LV",2023,26,"All",6,3560,227.8092,593.3333,411.048,775.6186,0,0,0.0022,0,0,1.31
"BE","BE",2023,26,"Pipiens",5,25,5.0832,5,0.5444,9.4556,0,0,0.4899,0,0,2.45
"BE","BE",2023,26,"Tarsalis",5,4841,479.1053,968.2,548.2457,1388.1543,0,0,0.0062,0,0,6
"BE","BE",2023,26,"All",5,4866,412.6809,973.2,611.4692,1334.9308,0,0,0.0061,0,0,5.94
"BC","BC",2023,26,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BC","BC",2023,26,"Tarsalis",5,225,7.3824,45,38.529,51.471,0,0,0.0168,0,0,0.76
"BC","BC",2023,26,"All",5,225,24.2223,45,23.7682,66.2318,0,0,0.0168,0,0,0.76
"NW","FC",2023,25,"Pipiens",10,84,3.9603,8.4,5.9454,10.8546,0,0,0.0713,0,0,0.6
"NW","FC",2023,25,"Tarsalis",10,246,20.9376,24.6,11.6227,37.5773,0,0,0.0305,0,0,0.75
"NW","FC",2023,25,"All",10,330,15.5362,33,23.3706,42.6294,0,0,0.0218,0,0,0.72
"NE","FC",2023,25,"Pipiens",10,42,1.9722,4.2,2.9776,5.4224,0,0,0.1246,0,0,0.52
"NE","FC",2023,25,"Tarsalis",10,252,10.6741,25.2,18.5841,31.8159,0,0,0.0296,0,0,0.75
"NE","FC",2023,25,"All",10,294,9.3836,29.4,23.584,35.216,0,0,0.0245,0,0,0.72
"SE","FC",2023,25,"Pipiens",15,38,1.0288,2.5333,2.0127,3.0539,0,0,0.0464,0,0,0.12
"SE","FC",2023,25,"Tarsalis",15,838,28.7545,55.8667,41.3149,70.4185,0,0,0.009,0,0,0.5
"SE","FC",2023,25,"All",15,876,24.7771,58.4,45.8611,70.9389,0,0,0.0076,0,0,0.44
"SW","FC",2023,25,"Pipiens",10,34,3.2984,3.4,1.3556,5.4444,0,0,0.2588,0,0,0.88
"SW","FC",2023,25,"Tarsalis",10,86,2.3151,8.6,7.1651,10.0349,0,0,0.0838,0,0,0.72
"SW","FC",2023,25,"All",10,120,2.9838,12,10.1506,13.8494,0,0,0.0676,0,0,0.81
"FC","FC",2023,25,"Pipiens",43,198,2.8865,4.6047,3.7419,5.4675,0,0,0.0225,0,0,0.1
"FC","FC",2023,25,"Tarsalis",43,1422,21.819,33.0698,26.5482,39.5914,0,0,0.0054,0,0,0.18
"FC","FC",2023,25,"All",43,1620,17.5059,37.6744,32.4419,42.9069,0,0,0.0044,0,0,0.17
"LV","LV",2023,25,"Pipiens",6,20,2.7775,3.3333,1.1108,5.5558,0,0,0.2775,0,0,0.92
"LV","LV",2023,25,"Tarsalis",6,1122,70.6663,187,130.4552,243.5448,0,0,0.0068,0,0,1.27
"LV","LV",2023,25,"All",6,1142,70.6115,190.3333,133.8323,246.8343,0,0,0.0067,0,0,1.28
"BE","BE",2023,25,"Pipiens",5,14,1.5811,2.8,1.4141,4.1859,0,0,0.3903,0,0,1.09
"BE","BE",2023,25,"Tarsalis",5,966,111.8066,193.2,95.1972,291.2028,0,0,0.0079,0,0,1.53
"BE","BE",2023,25,"All",5,980,94.7158,196,112.9779,279.0221,0,0,0.0078,0,0,1.53
"BC","BC",2023,25,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BC","BC",2023,25,"Tarsalis",5,120,15.1162,24,10.7501,37.2499,0,0,0.031,0,0,0.74
"BC","BC",2023,25,"All",5,120,16.1727,24,9.824,38.176,0,0,0.031,0,0,0.74
"NW","FC",2023,24,"Pipiens",9,36,1.7701,4,2.8435,5.1565,0,0,0.1759,0,0,0.7
"NW","FC",2023,24,"Tarsalis",10,41,3.693,4.1,1.8111,6.3889,0,0,0.1936,0,0,0.79
"NW","FC",2023,24,"All",10,77,2.8269,7.7,5.9479,9.4521,0,0,0.1015,0,0,0.78
"NE","FC",2023,24,"Pipiens",10,14,0.9612,1.4,0.8042,1.9958,0,0,0.5615,0,0,0.79
"NE","FC",2023,24,"Tarsalis",10,40,2.3664,4,2.5333,5.4667,0,0,0.1759,0,0,0.7
"NE","FC",2023,24,"All",10,54,1.9658,5.4,4.1816,6.6184,0,0,0.1546,0,0,0.83
"SE","FC",2023,24,"Pipiens",15,44,1.1145,2.9333,2.3693,3.4973,0,0,0.0631,0,0,0.19
"SE","FC",2023,24,"Tarsalis",15,226,7.9299,15.0667,11.0536,19.0798,0,0,0.0332,0,0,0.5
"SE","FC",2023,24,"All",15,270,6.5271,18,14.6968,21.3032,0,0,0.0222,0,0,0.4
"SW","FC",2023,24,"Pipiens",9,22,2.175,2.4444,1.0234,3.8654,0,0,0.0964,0,0,0.24
"SW","FC",2023,24,"Tarsalis",10,97,7.9622,9.7,4.765,14.635,0,0,0.0756,0,0,0.73
"SW","FC",2023,24,"All",10,119,6.3939,11.9,7.937,15.863,0,0,0.0442,0,0,0.53
"FC","FC",2023,24,"Pipiens",43,116,1.5235,2.6977,2.2423,3.1531,0,0,0.0326,0,0,0.09
"FC","FC",2023,24,"Tarsalis",43,404,6.7502,9.3953,7.3777,11.4129,0,0,0.0195,0,0,0.18
"FC","FC",2023,24,"All",43,520,5.2836,12.093,10.5137,13.6723,0,0,0.0124,0,0,0.15
"LV","LV",2023,24,"Pipiens",6,14,2.6592,2.3333,0.2055,4.4611,0,0,0.3903,0,0,0.91
"LV","LV",2023,24,"Tarsalis",6,370,52.0015,61.6667,20.0568,103.2766,0,0,0.0205,0,0,1.26
"LV","LV",2023,24,"All",6,384,42.212,64,30.2234,97.7766,0,0,0.0198,0,0,1.27
"BE","BE",2023,24,"Pipiens",5,8,0.7559,1.6,0.9374,2.2626,0,0,0.6576,0,0,1.05
"BE","BE",2023,24,"Tarsalis",5,108,9.5545,21.6,13.2251,29.9749,0,0,0.0664,0,0,1.43
"BE","BE",2023,24,"All",5,116,8.5833,23.2,15.6764,30.7236,0,0,0.0642,0,0,1.49
"BC","BC",2023,24,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2023,24,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2023,24,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2023,23,"Pipiens",10,31,1.5262,3.1,2.1541,4.0459,0,0,0.2281,0,0,0.71
"NW","FC",2023,23,"Tarsalis",10,76,5.3047,7.6,4.3121,10.8879,0,0,0.1015,0,0,0.77
"NW","FC",2023,23,"All",10,107,4.1005,10.7,8.1585,13.2415,0,0,0.0756,0,0,0.81
"NE","FC",2023,23,"Pipiens",10,6,0.7977,0.6,0.1056,1.0944,0,0,0.3543,0,0,0.21
"NE","FC",2023,23,"Tarsalis",10,14,1.1094,1.4,0.7124,2.0876,0,0,0.3543,0,0,0.5
"NE","FC",2023,23,"All",10,20,0.9923,2,1.385,2.615,0,0,0.2153,0,0,0.43
"SE","FC",2023,23,"Pipiens",15,24,1.0193,1.6,1.0842,2.1158,0,0,0.1611,0,0,0.26
"SE","FC",2023,23,"Tarsalis",15,146,3.4011,9.7333,8.0121,11.4545,0,0,0.0513,0,0,0.5
"SE","FC",2023,23,"All",15,170,3.2486,11.3333,9.6893,12.9773,0,0,0.0405,0,0,0.46
"SW","FC",2023,23,"Pipiens",9,31,2.0448,3.4444,2.1085,4.7803,0,0,0.2039,0,0,0.7
"SW","FC",2023,23,"Tarsalis",9,100,6.3718,11.1111,6.9482,15.274,0,0,0.0727,0,0,0.81
"SW","FC",2023,23,"All",9,131,5.2027,14.5556,11.1565,17.9547,0,0,0.0566,0,0,0.82
"FC","FC",2023,23,"Pipiens",43,92,1.5105,2.1395,1.688,2.591,0,0,0.0653,0,0,0.14
"FC","FC",2023,23,"Tarsalis",43,336,4.6366,7.814,6.4281,9.1999,0,0,0.0233,0,0,0.18
"FC","FC",2023,23,"All",43,428,3.8516,9.9535,8.8023,11.1047,0,0,0.0175,0,0,0.17
"LV","LV",2023,23,"Pipiens",6,10,1.7525,1.6667,0.2644,3.069,0,0,0.4899,0,0,0.82
"LV","LV",2023,23,"Tarsalis",6,304,34.7807,50.6667,22.8363,78.4971,0,0,0.0246,0,0,1.25
"LV","LV",2023,23,"All",6,314,29.1206,52.3333,29.032,75.6346,0,0,0.024,0,0,1.26
"BE","BE",2023,23,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BE","BE",2023,23,"Tarsalis",5,128,6.2681,25.6,20.1058,31.0942,0,0,0.0566,0,0,1.45
"BE","BE",2023,23,"All",5,128,8.0166,25.6,18.5731,32.6269,0,0,0.0566,0,0,1.45
"BC","BC",2023,23,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2023,23,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2023,23,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2022,37,"Pipiens",10,64,3.7451,6.4,4.0788,8.7212,0,0,0.1043,0,0,0.67
"NW","FC",2022,37,"Tarsalis",9,20,1.7134,2.2222,1.1028,3.3416,0,0,0.2991,0,0,0.66
"NW","FC",2022,37,"All",10,84,3.1853,8.4,6.4257,10.3743,0,0,0.0838,0,0,0.7
"NE","FC",2022,37,"Pipiens",10,2314,194.2194,231.4,111.0216,351.7784,0.0032,0.0011,0.0077,0.74,0.25,1.78
"NE","FC",2022,37,"Tarsalis",10,98,2.7319,9.8,8.1068,11.4932,0,0,0.0741,0,0,0.73
"NE","FC",2022,37,"All",10,2412,146.202,241.2,150.5831,331.8169,0.0031,0.001,0.0075,0.75,0.24,1.81
"SE","FC",2022,37,"Pipiens",15,790,35.9207,52.6667,34.4883,70.8451,0.0023,1e-04,0.011,0.12,0.01,0.58
"SE","FC",2022,37,"Tarsalis",15,78,2.7129,5.2,3.8271,6.5729,0,0,0.0941,0,0,0.49
"SE","FC",2022,37,"All",15,868,28.6629,57.8667,43.3613,72.3721,0.0021,1e-04,0.0102,0.12,0.01,0.59
"SW","FC",2022,37,"Pipiens",9,48,3.0752,5.3333,3.3242,7.3424,0,0,0.0713,0,0,0.38
"SW","FC",2022,37,"Tarsalis",10,84,7.6985,8.4,3.6284,13.1716,0,0,0.0876,0,0,0.74
"SW","FC",2022,37,"All",10,132,5.9272,13.2,9.5263,16.8737,0,0,0.0409,0,0,0.54
"FC","FC",2022,37,"Pipiens",43,3216,105.0365,74.7907,43.3956,106.1858,0.0029,0.0011,0.0063,0.22,0.08,0.47
"FC","FC",2022,37,"Tarsalis",43,280,4.3351,6.5116,5.2159,7.8073,0,0,0.0279,0,0,0.18
"FC","FC",2022,37,"All",43,3496,77.805,81.3023,58.0466,104.558,0.0027,0.001,0.0059,0.22,0.08,0.48
"LV","LV",2022,37,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2022,37,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2022,37,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2022,37,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2022,37,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2022,37,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2022,37,"Pipiens",4,10,3.3166,2.5,0,5.7503,0,0,0.2775,0,0,0.69
"BC","BC",2022,37,"Tarsalis",4,14,2.6458,3.5,0.9071,6.0929,0,0,0.2153,0,0,0.75
"BC","BC",2022,37,"All",4,24,2.8284,6,3.2282,8.7718,0,0,0.138,0,0,0.83
"NW","FC",2022,36,"Pipiens",10,64,4.0702,6.4,3.8773,8.9227,0.0173,0.0011,0.0838,0.11,0.01,0.54
"NW","FC",2022,36,"Tarsalis",9,50,2.6552,5.5556,3.8209,7.2903,0,0,0.1431,0,0,0.8
"NW","FC",2022,36,"All",10,114,3.4195,11.4,9.2806,13.5194,0.0125,7e-04,0.0605,0.14,0.01,0.69
"NE","FC",2022,36,"Pipiens",10,964,115.3646,96.4,24.8963,167.9037,0.0017,1e-04,0.0085,0.16,0.01,0.82
"NE","FC",2022,36,"Tarsalis",10,242,7.9291,24.2,19.2855,29.1145,0,0,0.0303,0,0,0.73
"NE","FC",2022,36,"All",10,1206,82.9215,120.6,69.2047,171.9953,0.0014,1e-04,0.007,0.17,0.01,0.84
"SE","FC",2022,36,"Pipiens",15,628,26.4248,41.8667,28.4939,55.2395,0.0052,0.001,0.0173,0.22,0.04,0.72
"SE","FC",2022,36,"Tarsalis",15,120,3.3631,8,6.298,9.702,0,0,0.0642,0,0,0.51
"SE","FC",2022,36,"All",15,748,20.5348,49.8667,39.4747,60.2587,0.0046,8e-04,0.0151,0.23,0.04,0.75
"SW","FC",2022,36,"Pipiens",9,22,0.7432,2.4444,1.9588,2.93,0,0,0.0964,0,0,0.24
"SW","FC",2022,36,"Tarsalis",9,40,3.132,4.4444,2.3982,6.4906,0,0,0.1682,0,0,0.75
"SW","FC",2022,36,"All",9,62,2.3183,6.8889,5.3743,8.4035,0,0,0.0653,0,0,0.45
"FC","FC",2022,36,"Pipiens",43,1678,59.9638,39.0233,21.1003,56.9463,0.0039,0.0013,0.0093,0.15,0.05,0.36
"FC","FC",2022,36,"Tarsalis",43,452,6.1358,10.5116,8.6776,12.3456,0,0,0.0171,0,0,0.18
"FC","FC",2022,36,"All",43,2130,43.2841,49.5349,36.5974,62.4724,0.0032,0.0011,0.0077,0.16,0.05,0.38
"LV","LV",2022,36,"Pipiens",6,192,25.03,32,11.9718,52.0282,0,0,0.0385,0,0,1.23
"LV","LV",2022,36,"Tarsalis",6,152,13.9268,25.3333,14.1895,36.4771,0.0144,9e-04,0.0858,0.36,0.02,2.17
"LV","LV",2022,36,"All",6,344,19.6296,57.3333,41.6263,73.0403,0.006,4e-04,0.0302,0.34,0.02,1.73
"BE","BE",2022,36,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2022,36,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2022,36,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2022,36,"Pipiens",4,7,2.0616,1.75,0,3.7704,0,0,0.3543,0,0,0.62
"BC","BC",2022,36,"Tarsalis",4,13,2.5,3.25,0.8,5.7,0,0,0.2281,0,0,0.74
"BC","BC",2022,36,"All",4,20,2.2678,5,2.7776,7.2224,0,0,0.1611,0,0,0.81
"NW","FC",2022,35,"Pipiens",10,121,6.3976,12.1,8.1347,16.0653,0,0,0.0353,0,0,0.43
"NW","FC",2022,35,"Tarsalis",10,190,14.549,19,9.9824,28.0176,0.0098,7e-04,0.0457,0.19,0.01,0.87
"NW","FC",2022,35,"All",10,311,11.3994,31.1,24.0346,38.1654,0.0049,3e-04,0.0234,0.15,0.01,0.73
"NE","FC",2022,35,"Pipiens",10,604,46.226,60.4,31.7488,89.0512,0.0079,0.0021,0.0219,0.48,0.13,1.32
"NE","FC",2022,35,"Tarsalis",10,220,6.3412,22,18.0697,25.9303,0.0092,5e-04,0.0457,0.2,0.01,1.01
"NE","FC",2022,35,"All",10,824,33.81,82.4,61.4443,103.3557,0.0083,0.0027,0.0204,0.68,0.22,1.68
"SE","FC",2022,35,"Pipiens",15,920,33.1531,61.3333,44.5555,78.1111,0.0093,0.0034,0.0214,0.57,0.21,1.31
"SE","FC",2022,35,"Tarsalis",15,528,13.338,35.2,28.45,41.95,0.0238,0.0089,0.0549,0.84,0.31,1.93
"SE","FC",2022,35,"All",15,1448,25.9056,96.5333,83.4233,109.6433,0.0136,0.007,0.0248,1.31,0.68,2.39
"SW","FC",2022,35,"Pipiens",10,153,14.1844,15.3,6.5084,24.0916,0.0283,0.007,0.1104,0.43,0.11,1.69
"SW","FC",2022,35,"Tarsalis",10,200,9.1387,20,14.3358,25.6642,0,0,0.0377,0,0,0.75
"SW","FC",2022,35,"All",10,353,11.6229,35.3,28.0961,42.5039,0.0144,0.0036,0.0442,0.51,0.13,1.56
"FC","FC",2022,35,"Pipiens",43,1798,32.3749,41.814,32.1372,51.4908,0.01,0.0052,0.0178,0.42,0.22,0.74
"FC","FC",2022,35,"Tarsalis",43,1138,11.794,26.4651,22.9399,29.9903,0.014,0.0062,0.0278,0.37,0.16,0.74
"FC","FC",2022,35,"All",43,2936,24.4243,68.2791,60.9787,75.5795,0.0113,0.0069,0.0178,0.77,0.47,1.22
"LV","LV",2022,35,"Pipiens",6,160,19.3823,26.6667,11.1576,42.1758,0,0,0.0469,0,0,1.25
"LV","LV",2022,35,"Tarsalis",6,376,23.3134,62.6667,44.0121,81.3213,0.0203,0.0055,0.0608,1.27,0.34,3.81
"LV","LV",2022,35,"All",6,536,22.7165,89.3333,71.1563,107.5103,0.0131,0.0035,0.037,1.17,0.31,3.31
"BE","BE",2022,35,"Pipiens",5,102,14.0222,20.4,8.109,32.691,0.0161,0.0013,0.0718,0.33,0.03,1.46
"BE","BE",2022,35,"Tarsalis",5,226,10.2545,45.2,36.2115,54.1885,0,0,0.0329,0,0,1.49
"BE","BE",2022,35,"All",5,328,13.5429,65.6,53.7291,77.4709,0.0057,4e-04,0.0268,0.37,0.03,1.76
"BC","BC",2022,35,"Pipiens",4,23,3.8622,5.75,1.965,9.535,0,0,0.1431,0,0,0.82
"BC","BC",2022,35,"Tarsalis",4,10,3,2.5,0,5.44,0,0,0.2775,0,0,0.69
"BC","BC",2022,35,"All",4,33,3.6425,8.25,4.6804,11.8196,0,0,0.1043,0,0,0.86
"NW","FC",2022,34,"Pipiens",10,274,15.0159,27.4,18.093,36.707,0.0048,3e-04,0.0234,0.13,0.01,0.64
"NW","FC",2022,34,"Tarsalis",10,806,47.3691,80.6,51.2403,109.9597,0.0046,9e-04,0.0146,0.37,0.07,1.18
"NW","FC",2022,34,"All",10,1080,37.7359,108,84.611,131.389,0.0048,0.0013,0.0127,0.52,0.14,1.37
"NE","FC",2022,34,"Pipiens",10,2960,272.1497,296,127.3199,464.6801,0,0,0.0024,0,0,0.71
"NE","FC",2022,34,"Tarsalis",10,1464,42.3241,146.4,120.1673,172.6327,0.0095,0.004,0.02,1.39,0.59,2.93
"NE","FC",2022,34,"All",10,4424,195.9349,442.4,320.9583,563.8417,0.0027,0.0011,0.0056,1.19,0.49,2.48
"SE","FC",2022,34,"Pipiens",15,814,36.2441,54.2667,35.9247,72.6087,0.0046,0.0012,0.0123,0.25,0.07,0.67
"SE","FC",2022,34,"Tarsalis",15,926,22.5783,61.7333,50.3071,73.1595,0.0045,8e-04,0.0148,0.28,0.05,0.91
"SE","FC",2022,34,"All",15,1740,29.9918,116,100.8221,131.1779,0.0046,0.0017,0.0102,0.53,0.2,1.18
"SW","FC",2022,34,"Pipiens",10,288,17.3103,28.8,18.071,39.529,0.0115,0.0037,0.0292,0.33,0.11,0.84
"SW","FC",2022,34,"Tarsalis",10,556,31.4285,55.6,36.1204,75.0796,0.0087,0.0016,0.0307,0.48,0.09,1.71
"SW","FC",2022,34,"All",10,844,26.1211,84.4,68.21,100.59,0.0107,0.0043,0.0231,0.9,0.36,1.95
"FC","FC",2022,34,"Pipiens",43,4336,142.3223,100.8372,58.2975,143.3769,0.0029,0.0013,0.0054,0.29,0.13,0.54
"FC","FC",2022,34,"Tarsalis",43,3752,38.979,87.2558,75.6051,98.9065,0.0071,0.0039,0.0121,0.62,0.34,1.06
"FC","FC",2022,34,"All",43,8088,104.091,188.093,156.9805,219.2055,0.0045,0.0028,0.0068,0.85,0.53,1.28
"LV","LV",2022,34,"Pipiens",6,454,47.7395,75.6667,37.4671,113.8663,0.0045,3e-04,0.0233,0.34,0.02,1.76
"LV","LV",2022,34,"Tarsalis",6,858,54.3415,143,99.5177,186.4823,0.0048,9e-04,0.016,0.69,0.13,2.29
"LV","LV",2022,34,"All",6,1312,52.8959,218.6667,176.3412,260.9922,0.0049,0.0013,0.0133,1.07,0.28,2.91
"BE","BE",2022,34,"Pipiens",5,86,6.4442,17.2,11.5514,22.8486,0,0,0.082,0,0,1.41
"BE","BE",2022,34,"Tarsalis",5,290,14.9815,58,44.8681,71.1319,0,0,0.0258,0,0,1.5
"BE","BE",2022,34,"All",5,376,15.1715,75.2,61.9016,88.4984,0,0,0.02,0,0,1.5
"BC","BC",2022,34,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BC","BC",2022,34,"Tarsalis",5,36,5.7184,7.2,2.1876,12.2124,0,0,0.0964,0,0,0.69
"BC","BC",2022,34,"All",5,36,5.379,7.2,2.4851,11.9149,0,0,0.0964,0,0,0.69
"NW","FC",2022,33,"Pipiens",10,197,9.6313,19.7,13.7305,25.6695,0,0,0.0323,0,0,0.64
"NW","FC",2022,33,"Tarsalis",10,290,13.4422,29,20.6684,37.3316,0.0065,4e-04,0.0333,0.19,0.01,0.97
"NW","FC",2022,33,"All",10,487,11.8188,48.7,41.3746,56.0254,0.0038,2e-04,0.0187,0.19,0.01,0.91
"NE","FC",2022,33,"Pipiens",10,1910,174.0251,191,83.1381,298.8619,0.0037,0.0012,0.0088,0.71,0.23,1.68
"NE","FC",2022,33,"Tarsalis",10,1574,34.6199,157.4,135.9424,178.8576,0.0056,0.0018,0.0138,0.88,0.28,2.17
"NE","FC",2022,33,"All",10,3484,119.923,348.4,274.071,422.729,0.0045,0.0021,0.0086,1.57,0.73,3
"SE","FC",2022,33,"Pipiens",15,1272,61.1316,84.8,53.8631,115.7369,0.0046,0.0012,0.0124,0.39,0.1,1.05
"SE","FC",2022,33,"Tarsalis",15,1468,37.2141,97.8667,79.0338,116.6996,0.0028,5e-04,0.0094,0.27,0.05,0.92
"SE","FC",2022,33,"All",15,2740,50.2835,182.6667,157.2197,208.1137,0.0037,0.0014,0.0082,0.68,0.26,1.5
"SW","FC",2022,33,"Pipiens",10,203,9.3104,20.3,14.5294,26.0706,0.0076,4e-04,0.0403,0.15,0.01,0.82
"SW","FC",2022,33,"Tarsalis",10,504,41.0924,50.4,24.9307,75.8693,0,0,0.0158,0,0,0.8
"SW","FC",2022,33,"All",10,707,30.8448,70.7,51.5822,89.8178,0.0027,2e-04,0.0132,0.19,0.01,0.93
"FC","FC",2022,33,"Pipiens",43,3582,93.7905,83.3023,55.2686,111.336,0.0041,0.0019,0.0077,0.34,0.16,0.64
"FC","FC",2022,33,"Tarsalis",43,3836,40.3077,89.2093,77.1614,101.2572,0.0039,0.0017,0.0078,0.35,0.15,0.7
"FC","FC",2022,33,"All",43,7418,71.3709,172.5116,151.179,193.8442,0.004,0.0024,0.0065,0.69,0.41,1.12
"LV","LV",2022,33,"Pipiens",6,212,34.8903,35.3333,7.4152,63.2514,0,0,0.0363,0,0,1.28
"LV","LV",2022,33,"Tarsalis",6,274,19.8013,45.6667,29.8224,61.511,0.0176,0.0032,0.0656,0.8,0.15,3
"LV","LV",2022,33,"All",6,486,28.2944,81,58.3598,103.6402,0.0091,0.0017,0.0308,0.74,0.14,2.49
"BE","BE",2022,33,"Pipiens",5,78,6.5456,15.6,9.8625,21.3375,0,0,0.0897,0,0,1.4
"BE","BE",2022,33,"Tarsalis",5,220,11.5277,44,33.8955,54.1045,0,0,0.0337,0,0,1.48
"BE","BE",2022,33,"All",5,298,11.675,59.6,49.3664,69.8336,0,0,0.0251,0,0,1.5
"BC","BC",2022,33,"Pipiens",5,0,0,0,0,0,0,0,0,0,0,0
"BC","BC",2022,33,"Tarsalis",5,38,2.881,7.6,5.0747,10.1253,0,0,0.0918,0,0,0.7
"BC","BC",2022,33,"All",5,38,4.4422,7.6,3.7062,11.4938,0,0,0.0918,0,0,0.7
"NW","FC",2022,32,"Pipiens",10,109,5.7777,10.9,7.3189,14.4811,0.0099,6e-04,0.0486,0.11,0.01,0.53
"NW","FC",2022,32,"Tarsalis",10,400,20.3399,40,27.3932,52.6068,0,0,0.0163,0,0,0.65
"NW","FC",2022,32,"All",10,509,16.9365,50.9,40.4026,61.3974,0.0029,2e-04,0.0142,0.15,0.01,0.72
"NE","FC",2022,32,"Pipiens",10,2648,284.3513,264.8,88.5572,441.0428,0,0,0.0029,0,0,0.77
"NE","FC",2022,32,"Tarsalis",10,810,20.4643,81,68.3161,93.6839,0.0025,1e-04,0.0126,0.2,0.01,1.02
"NE","FC",2022,32,"All",10,3458,200.6867,345.8,221.4131,470.1869,6e-04,0,0.0028,0.21,0,0.97
"SE","FC",2022,32,"Pipiens",15,600,25.6637,40,27.0124,52.9876,0,0,0.0104,0,0,0.42
