"year","week","zone","spp","abund","pir","pir_lci","pir_uci","vector_index"
2022,34,"NW",NA,49.9,0.0044,0.0018,0.0091,0.2196
2022,34,"SE",NA,58.9,0.0093,0.0057,0.0141,0.5478
2022,34,"SW",NA,51.9,0.0113,0.0052,0.0214,0.5865
2022,34,"WC",NA,7,0.0068,0.0012,0.0206,0.0476
2022,35,"BC",NA,8.2,0.0098,0.0044,0.0188,0.0804
2022,35,"LC",NA,38,0.0353,0.011,0.0839,1.3414
2022,35,"LV",NA,50.4,0.0065,4e-04,0.0299,0.3276
2022,35,"NE",NA,41.2,0,0,0.0242,0
2022,35,"NW",NA,10.6,0,0,0.2705,0
2022,35,"SE",NA,41.1,0,0,0.2085,0
2022,35,"SW",NA,19.2,0,0,0.2421,0
2022,35,"WC",NA,12,0,0,0.0844,0
2022,36,"BC",NA,5,0,0,0.1294,0
2022,36,"LV",NA,43,0,0,0.0705,0
2022,36,"NE",NA,53.7,0,0,0.0675,0
2022,36,"NW",NA,8.5,0,0,0.0331,0
2022,36,"SE",NA,25.4,0,0,0.0495,0
2022,36,"SW",NA,5.2,0,0,0.0188,0
2022,37,"BC",NA,6,0,0,0.0389,0
2022,37,"NE",NA,94.9,0,0,0.029,0
2022,37,"NW",NA,4.4,0,0,0.015,0
2022,37,"SE",NA,26.3,0,0,0.0146,0
2022,37,"SW",NA,6.6,0,0,0.0155,0
2023,23,"LC",NA,11.8,0,0,0.0191,0
2023,23,"LV",NA,23.4,0.0113,5e-04,0.0569,0.2644
2023,23,"NE",NA,2.2,0.009,5e-04,0.0414,0.0198
2023,23,"NW",NA,4.2,0,0,0.0353,0
2023,23,"SE",NA,5.2,0,0,0.0244,0
2023,23,"SW",NA,5.7,0,0,0.0169,0
2023,23,"WC",NA,17,0.0211,0.0013,0.0802,0.3587
2023,24,"LC",NA,13.8,0.0254,0.001,0.1341,0.3505
2023,24,"LV",NA,24.8,0,0,0.2527,0
2023,24,"NE",NA,3,0,0,0.0468,0
2023,24,"NW",NA,6,0,0,0.326,0
2023,24,"SE",NA,13,0,0,0.0431,0
2023,24,"SW",NA,7,0,0,0.0487,0
2023,24,"WC",NA,3,0,0,0.058,0
2023,25,"BC",NA,24,0,0,0.0273,0
2023,25,"LC",NA,118.5,0,0,0.0483,0
2023,25,"LV",NA,86.6,0,0,0.0123,0
2023,25,"NE",NA,12.8,0,0,0.0601,0
2023,25,"NW",NA,22.1,0,0,0.0112,0
2023,25,"SE",NA,20.6,0,0,0.0165,0
2023,25,"SW",NA,5.5,0,0,0.0265,0
2023,25,"WC",NA,16,0,0,0.0162,0
2023,26,"BC",NA,45,0.0038,7e-04,0.0122,0.171
2023,26,"LC",NA,118,0.0049,8e-04,0.0158,0.5782
2023,26,"LV",NA,338.3,0.011,6e-04,0.0528,3.7213
2023,26,"NE",NA,96.6,0.0074,0.0012,0.024,0.7148
2023,26,"NW",NA,86.6,0.0319,0.0054,0.1006,2.7625
2023,26,"SE",NA,206,0.0167,0.005,0.0406,3.4402
2023,26,"SW",NA,68.8,0.0241,0.0014,0.1058,1.6581
2023,26,"WC",NA,150,0.0235,0.0014,0.0898,3.525
2023,27,"BC",NA,68.6,0,0,0.1589,0
2023,27,"LC",NA,139,0.0535,0.0079,0.1684,7.4365
2023,27,"LV",NA,393.4,0,0,0.1607,0
2023,27,"NE",NA,148.4,0.0326,0.0014,0.1609,4.8378
2023,27,"NW",NA,19.1,0,0,0.3277,0
2023,27,"SE",NA,204.2,0,0,0.1093,0
2023,27,"SW",NA,25.1,0,0,0.0898,0
2023,27,"WC",NA,150,0,0,0.1037,0
2023,28,"BC",NA,49,0,0,0.0752,0
2023,28,"LC",NA,151.8,0,0,0.0236,0
2023,28,"LV",NA,146.6,0.002,1e-04,0.0094,0.2932
2023,28,"NE",NA,97,0,0,0.0063,0
2023,28,"NW",NA,105.2,0,0,0.0118,0
2023,28,"SE",NA,349.6,0.0085,0.0022,0.0224,2.9716
2023,28,"SW",NA,163,0.0028,5e-04,0.0091,0.4564
2023,28,"WC",NA,151,0.0028,2e-04,0.0132,0.4228
2023,29,"BC",NA,58.8,0.0111,0.0043,0.0231,0.6527
2023,29,"LC",NA,150.8,0.0153,0.0036,0.0438,2.3072
2023,29,"LV",NA,153.8,0,0,0.0467,0
2023,29,"NE",NA,352.6,0,0,0.0317,0
2023,29,"NW",NA,250.1,0,0,0.0436,0
2023,29,"SE",NA,291.8,0,0,0.0323,0
2023,29,"SW",NA,252,0,0,0.0548,0
2023,29,"WC",NA,150,0,0,0.0041,0
2023,30,"BC",NA,49,0,0,0.0139,0
2023,30,"LC",NA,102.5,0.0013,3e-04,0.0036,0.1332
2023,30,"LV",NA,132.4,0.0034,0.0015,0.0066,0.4502
2023,30,"NE",NA,243.6,0.0072,0.0029,0.0146,1.7539
2023,30,"NW",NA,72.4,0.0146,0.0036,0.0395,1.057
2023,30,"SE",NA,96,0.0195,0.0049,0.0509,1.872
2023,30,"SW",NA,71.4,0.0195,0.0077,0.0399,1.3923
2023,30,"WC",NA,30,0.0154,0.005,0.0348,0.462
2023,31,"BC",NA,94,0.0132,8e-04,0.0544,1.2408
2023,31,"LC",NA,57.2,0.0208,0.0012,0.0838,1.1898
2023,31,"LV",NA,91.9,0,0,0.1272,0
2023,31,"NE",NA,26,0,0,0.5455,0
2023,31,"NW",NA,32.6,0,0,0.7935,0
2023,31,"SE",NA,112.9,0,0,0.2312,0
2023,31,"SW",NA,23,0,0,0.2017,0
2023,31,"WC",NA,30,0,0,0.0429,0
2023,32,"BC",NA,47.4,0,0,0.7935,0
2023,32,"LC",NA,123.8,0,0,0.0589,0
2023,32,"LV",NA,117.7,0,0,0.2312,0
2023,32,"NE",NA,29.6,0,0,0.013,0
2023,32,"NW",NA,35.7,0,0,0.7935,0
2023,32,"SE",NA,37.3,0,0,0.0249,0
2023,32,"SW",NA,21.2,0,0,0.1143,0
2023,32,"WC",NA,95,0,0,0.5455,0
2023,33,"BC",NA,36.2,0,0,0.0237,0
2023,33,"LC",NA,79.2,0,0,0.0998,0
2023,33,"LV",NA,113.4,0,0,0.4089,0
2023,33,"NE",NA,38.1,0,0,0.1459,0
2023,33,"NW",NA,17,0,0,0.7935,0
2023,33,"SE",NA,35.8,0,0,0.0839,0
2023,33,"SW",NA,28.2,0,0,0.5455,0
2023,33,"WC",NA,20,0,0,0.0886,0
2023,34,"BC",NA,42.2,0,0,0.4089,0
2023,34,"LC",NA,55.5,0,0,0.2705,0
2023,34,"LV",NA,76.7,0,0,0.2705,0
2023,34,"NE",NA,18.4,0,0,0.7935,0
2023,34,"NW",NA,23.2,0,0,0.2682,0
2023,34,"SE",NA,42.8,0,0,0.4089,0
2023,34,"SW",NA,24.9,0,0,0.0797,0
2023,34,"WC",NA,87,0,0,0.1232,0
2023,35,"BC",NA,11,0,0,0.0692,0
2023,35,"LC",NA,25.8,0,0,0.0293,0
2023,35,"LV",NA,59.7,0,0,0.0639,0
2023,35,"NE",NA,23.2,0,0,0.2017,0
2023,35,"NW",NA,23.4,0,0,0.1345,0
2023,35,"SE",NA,10.9,0,0,0.0886,0
2023,35,"SW",NA,7,0,0,0.4089,0
2023,35,"WC",NA,25,0,0,0.0939,0
2023,36,"BC",NA,2.6,0,0,0.0164,0
2023,36,"LV",NA,19.3,0,0,0.0164,0
2023,36,"NE",NA,22.7,0.0215,0.0032,0.0721,0.488
2023,36,"NW",NA,9,0.0081,4e-04,0.0371,0.0729
2023,36,"SE",NA,11.1,0,0,0.0512,0
2023,36,"SW",NA,6.9,0,0,0.0659,0
2023,37,"NE",NA,45.6,0.0148,7e-04,0.0723,0.6749
2023,37,"NW",NA,3.3,0,0,0.0991,0
2023,37,"SE",NA,8.6,0.0533,0.0065,0.2235,0.4584
2023,37,"SW",NA,3.3,0,0,0.0777,0
