"csu_id","trap_id","zone","year","week","trap_date","method","spp","total","test_code","cq","copies","seq","notes"
"CSU20807","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20808","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20809","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20810","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20811","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20812","FC-072","NE",2023,30,2023-07-24,"L","Tarsalis",47,1,21.93404,,,
"CSU20813","FC-072","NE",2023,30,2023-07-24,"L","Pipiens",19,0,55.55,,,
"CSU20814","FC-067","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20815","FC-067","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20816","FC-067","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20817","FC-067","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20818","FC-067","NE",2023,30,2023-07-24,"L","Tarsalis",29,1,20.66701,,,
"CSU20819","FC-067","NE",2023,30,2023-07-24,"L","Pipiens",14,0,55.55,,,
"CSU20820","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20821","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20822","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20823","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20824","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20825","FC-019","NE",2023,30,2023-07-24,"L","Tarsalis",32,0,55.55,,,
"CSU20826","FC-019","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20827","FC-019","NE",2023,30,2023-07-24,"L","Pipiens",8,0,55.55,,,
"CSU20828","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,1,22.39135,,,
"CSU20829","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20830","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20831","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20832","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20833","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20834","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,1,21.89,,,
"CSU20835","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20836","FC-014","NE",2023,30,2023-07-24,"L","Tarsalis",39,0,55.55,,,
"CSU20837","FC-014","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20838","FC-014","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20839","FC-014","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20840","FC-014","NE",2023,30,2023-07-24,"L","Pipiens",1,0,55.55,,,
"CSU20841","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20842","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20843","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20844","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20845","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20846","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,1,27.85166,,,
"CSU20847","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20848","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",50,0,55.55,,,
"CSU20849","FC-066","NE",2023,30,2023-07-24,"L","Tarsalis",7,0,55.55,,,
"CSU20850","FC-066","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20851","FC-066","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20852","FC-066","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20853","FC-066","NE",2023,30,2023-07-24,"L","Pipiens",50,0,55.55,,,
"CSU20854","FC-066","NE",2023,30,2023-07-24,"L","Pipiens",21,0,55.55,,,
"CSU20855","FC-066GR","NE",2023,30,2023-07-24,"G","Tarsalis",2,0,55.55,,,
"CSU20856","FC-066GR","NE",2023,30,2023-07-24,"G","Pipiens",5,0,55.55,,,
"CSU00000","FC-029GR","SE",2023,29,2023-07-20,"G","Tarsalis",0,,,,,
"CSU00000","FC-071","SW",2023,29,2023-07-20,"L","Pipiens",0,,,,,
"CSU00000","FC-089GR","SW",2023,29,2023-07-20,"G","Tarsalis",0,,,,,
"CSU20671","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20672","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20673","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20674","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20675","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20676","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20677","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20678","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20679","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20680","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20681","FC-041","NW",2023,29,2023-07-20,"L","Tarsalis",19,0,55.55,,,
"CSU20682","FC-041","NW",2023,29,2023-07-20,"L","Pipiens",12,0,55.55,,,
"CSU20683","FC-073","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20684","FC-073","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20685","FC-073","NW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20686","FC-073","NW",2023,29,2023-07-20,"L","Tarsalis",21,0,55.55,,,
"CSU20687","FC-073","NW",2023,29,2023-07-20,"L","Pipiens",1,0,55.55,,,
"CSU20707","FC-001","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20708","FC-001","SW",2023,29,2023-07-20,"L","Tarsalis",50,1,19.52,,,
"CSU20709","FC-001","SW",2023,29,2023-07-20,"L","Tarsalis",50,1,22.18,,,
"CSU20710","FC-001","SW",2023,29,2023-07-20,"L","Tarsalis",50,1,32.83,,,
"CSU20711","FC-001","SW",2023,29,2023-07-20,"L","Tarsalis",21,0,55.55,,,
"CSU20712","FC-001","SW",2023,29,2023-07-20,"L","Pipiens",15,1,35,,,
"CSU20713","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20714","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20715","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20716","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",50,1,14.13,,,
"CSU20717","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20718","FC-029","SE",2023,29,2023-07-20,"L","Tarsalis",34,0,55.55,,,
"CSU20719","FC-029","SE",2023,29,2023-07-20,"L","Pipiens",14,0,55.55,,,
"CSU20720","FC-089GR","SW",2023,29,2023-07-20,"G","Pipiens",16,0,55.55,,,
"CSU20721","FC-054","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20722","FC-054","SE",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20723","FC-054","SE",2023,29,2023-07-20,"L","Tarsalis",17,0,55.55,,,
"CSU20724","FC-054","SE",2023,29,2023-07-20,"L","Pipiens",3,1,25.78,,,
"CSU20725","FC-029GR","SE",2023,29,2023-07-20,"G","Pipiens",15,0,55.55,,,
"CSU20726","FC-071","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20727","FC-071","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20728","FC-071","SW",2023,29,2023-07-20,"L","Tarsalis",27,1,34.13,,,
"CSU20729","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20730","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20731","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20732","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20733","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20734","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20735","FC-062","SW",2023,29,2023-07-20,"L","Tarsalis",19,0,55.55,,,
"CSU20736","FC-062","SW",2023,29,2023-07-20,"L","Pipiens",49,0,55.55,,,
"CSU20737","FC-093","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20738","FC-093","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20739","FC-093","SW",2023,29,2023-07-20,"L","Tarsalis",22,0,55.55,,,
"CSU20740","FC-093","SW",2023,29,2023-07-20,"L","Pipiens",1,0,55.55,,,
"CSU20741","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20742","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20743","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20744","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20745","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20746","FC-068","SW",2023,29,2023-07-20,"L","Tarsalis",13,0,55.55,,,
"CSU20747","FC-068","SW",2023,29,2023-07-20,"L","Pipiens",3,0,55.55,,,
"CSU20748","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20749","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20750","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20751","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20752","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20753","FC-057","SW",2023,29,2023-07-20,"L","Tarsalis",36,0,55.55,,,
"CSU20754","FC-057","SW",2023,29,2023-07-20,"L","Pipiens",16,0,55.55,,,
"CSU20755","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20756","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20757","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20758","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20759","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20760","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,1,17.78,,,
"CSU20761","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20762","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20763","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",50,0,55.55,,,
"CSU20764","FC-037","SW",2023,29,2023-07-20,"L","Tarsalis",23,1,33.24,,,
"CSU20765","FC-037","SW",2023,29,2023-07-20,"L","Pipiens",41,0,55.55,,,
"CSU00000","FC-052","NW",2023,29,2023-07-19,"L","Pipiens",0,,,,,
"CSU00000","FC-052","NW",2023,29,2023-07-19,"L","Tarsalis",0,,,,,
"CSU00000","FC-060","SW",2023,29,2023-07-19,"L","Pipiens",0,,,,,
"CSU00000","FC-060","SW",2023,29,2023-07-19,"L","Tarsalis",0,,,,,
"CSU00000","LC-049","BE",2023,29,2023-07-19,"L","Pipiens",0,,,,,
"CSU00000","LC-054","BE",2023,29,2023-07-19,"L","Pipiens",0,,,,,
"CSU00000","WC-055","BE",2023,29,2023-07-19,"L","Pipiens",0,,,,,
"CSU20615","LV-020","LV",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20616","LV-020","LV",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20617","LV-020","LV",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20618","LV-020","LV",2023,29,2023-07-19,"L","Pipiens",3,0,55.55,,,
"CSU20619","LC-001","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20620","LC-001","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20621","LC-001","BE",2023,29,2023-07-19,"L","Tarsalis",50,1,23.48,,,
"CSU20622","LC-001","BE",2023,29,2023-07-19,"L","Pipiens",3,0,55.55,,,
"CSU20623","LC-049","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20624","LC-049","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20625","LC-049","BE",2023,29,2023-07-19,"L","Tarsalis",22,0,55.55,,,
"CSU20626","LC-054","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20627","LC-054","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20628","LC-054","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20629","WC-055","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20630","WC-055","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20631","WC-055","BE",2023,29,2023-07-19,"L","Tarsalis",50,1,37.97,,,
"CSU20632","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20633","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20634","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20635","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20636","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20637","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20638","FC-049","NW",2023,29,2023-07-19,"L","Tarsalis",39,0,55.55,,,
"CSU20639","FC-049","NW",2023,29,2023-07-19,"L","Pipiens",40,0,55.55,,,
"CSU20640","LC-053","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20641","LC-053","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20642","LC-053","BE",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20643","LC-053","BE",2023,29,2023-07-19,"L","Pipiens",28,0,55.55,,,
"CSU20644","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20645","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20646","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20647","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20648","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20649","FC-015","NW",2023,29,2023-07-19,"L","Tarsalis",24,0,55.55,,,
"CSU20650","FC-015","NW",2023,29,2023-07-19,"L","Pipiens",2,0,55.55,,,
"CSU20651","FC-058","SW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20652","FC-058","SW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20653","FC-058","SW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20654","FC-058","SW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20655","FC-058","SW",2023,29,2023-07-19,"L","Tarsalis",48,0,55.55,,,
"CSU20656","FC-058","SW",2023,29,2023-07-19,"L","Pipiens",12,0,55.55,,,
"CSU20657","FC-090GR","NW",2023,29,2023-07-19,"G","Tarsalis",1,0,55.55,,,
"CSU20658","FC-090GR","NW",2023,29,2023-07-19,"G","Pipiens",50,0,55.55,,,
"CSU20659","FC-090GR","NW",2023,29,2023-07-19,"G","Pipiens",43,1,29.35,,,
"CSU20660","FC-063GR","NW",2023,29,2023-07-19,"G","Tarsalis",3,0,55.55,,,
"CSU20661","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",50,1,34.45,,,
"CSU20662","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",50,1,32.23,,,
"CSU20663","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",50,0,55.55,,,
"CSU20664","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",50,1,24.86,,,
"CSU20665","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",50,0,55.55,,,
"CSU20666","FC-063GR","NW",2023,29,2023-07-19,"G","Pipiens",24,1,26.16,,,
"CSU20667","FC-063","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20668","FC-063","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20669","FC-063","NW",2023,29,2023-07-19,"L","Tarsalis",32,1,36.87,,,
"CSU20670","FC-063","NW",2023,29,2023-07-19,"L","Pipiens",24,0,55.55,,,
"CSU20688","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20689","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20690","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20691","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20692","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20693","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20694","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20695","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20696","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20697","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20698","FC-061","NW",2023,29,2023-07-19,"L","Tarsalis",12,0,55.55,,,
"CSU20699","FC-061","NW",2023,29,2023-07-19,"L","Pipiens",10,0,55.55,,,
"CSU20700","FC-011","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20701","FC-011","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20702","FC-011","NW",2023,29,2023-07-19,"L","Tarsalis",50,0,55.55,,,
"CSU20703","FC-011","NW",2023,29,2023-07-19,"L","Tarsalis",50,1,29.15,,,
"CSU20704","FC-011","NW",2023,29,2023-07-19,"L","Tarsalis",17,0,55.55,,,
"CSU20705","FC-011","NW",2023,29,2023-07-19,"L","Pipiens",50,0,55.55,,,
"CSU20706","FC-011","NW",2023,29,2023-07-19,"L","Pipiens",16,0,55.55,,,
"CSU00000","FC-004","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-023","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-027","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-046","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-050","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-059","SE",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","FC-088GR","SE",2023,29,2023-07-18,"G","Tarsalis",0,,,,,
"CSU00000","LV-089","LV",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","LV-104","LV",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU00000","LV-110","LV",2023,29,2023-07-18,"L","Pipiens",0,,,,,
"CSU20462","LV-104","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20463","LV-104","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20464","LV-104","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20465","LV-089","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20466","LV-089","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20467","LV-089","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20468","LV-110","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20469","LV-110","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20470","LV-110","LV",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20471","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20472","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20473","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20474","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20475","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20476","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20477","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20478","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20479","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,1,34.73,,,
"CSU20480","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20481","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20482","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20483","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,1,31.26,,,
"CSU20484","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20485","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",50,1,32.43,,,
"CSU20486","FC-064","SE",2023,29,2023-07-18,"L","Tarsalis",17,0,55.55,,,
"CSU20487","FC-064","SE",2023,29,2023-07-18,"L","Pipiens",35,0,55.55,,,
"CSU20488","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20489","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20490","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,1,35.12,,,
"CSU20491","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20492","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20493","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,1,34.99,,,
"CSU20494","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20495","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20496","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20497","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20498","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20499","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20500","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20501","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20502","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20503","FC-053","SE",2023,29,2023-07-18,"L","Tarsalis",42,0,55.55,,,
"CSU20504","FC-053","SE",2023,29,2023-07-18,"L","Pipiens",2,0,55.55,,,
"CSU20505","FC-075","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20506","FC-075","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20507","FC-075","SE",2023,29,2023-07-18,"L","Tarsalis",38,0,55.55,,,
"CSU20508","FC-075","SE",2023,29,2023-07-18,"L","Pipiens",6,1,34.9,,,
"CSU20509","FC-075GR","SE",2023,29,2023-07-18,"G","Tarsalis",11,0,55.55,,,
"CSU20510","FC-075GR","SE",2023,29,2023-07-18,"G","Pipiens",50,1,33.28,,,
"CSU20511","FC-075GR","SE",2023,29,2023-07-18,"G","Pipiens",7,0,55.55,,,
"CSU20512","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20513","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20514","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20515","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20516","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20517","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20518","FC-047","SE",2023,29,2023-07-18,"L","Tarsalis",7,0,55.55,,,
"CSU20519","FC-047","SE",2023,29,2023-07-18,"L","Pipiens",3,0,55.55,,,
"CSU20520","FC-046","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20521","FC-046","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20522","FC-046","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20523","FC-046","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20524","FC-046","SE",2023,29,2023-07-18,"L","Tarsalis",43,0,55.55,,,
"CSU20525","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20526","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20527","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20528","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20529","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20530","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20531","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
"CSU20532","FC-023","SE",2023,29,2023-07-18,"L","Tarsalis",50,0,55.55,,,
